,guuid,source,sampleid,plate_code
1059,79367bbe-04cb-43d0-a53b-06adbcf3bccd,OXFORD,L5478,OX1365_Ecol_Oxf_BLC
1060,795341b4-063f-44ae-8e4c-cd71b521b147,HICF,HICF847,OX58_MIXED
1062,79b258cb-51d8-4b15-bd61-eedbe08a5380,OXFORD,L6531,OX291_Ecol
1063,79b290f6-8cdc-45d3-9ae1-b6b30d29135c,OXFORD,L28054,OX1366_Ecol_Oxf_BLC
1066,79d5ba2f-6ebf-4432-8f98-0ed3d9242cd6,APHA,MSG37-C10,OX408_Ecol
1068,7a3b378b-508a-4fd1-a1c3-589ddc2bfc32,OXFORD,W13070,OX319_Ecol
1069,7a3f2447-f1e1-419b-8d6a-948ee74d0951,APHA,MSG34-C09,OX407_Ecol
1070,7a438f96-bc56-4f2b-9056-401c94203c79,OXFORD,L64595,OX289_Ecol
1071,7a608ce5-5f8f-4afc-92cf-6d3d4de78d55,OXFORD,L20899,OX290_Ecol
1072,7a7c1259-862b-4e4e-9a30-cffae941a969,OXFORD,L35041,OX274_Ecol
1073,7ac1d19a-1a80-4865-969b-46c40eccfcb8,APHA,MSG07-C16,OX405_Ecol
1074,7ad5094d-1558-4a52-85bc-ac9cf3319e41,OXFORD,L43861,OX299_Ecol
1075,7ae69a48-e4eb-4d34-8d89-ce5351ba1590,OXFORD,M406,OX299_Ecol
1076,7afcbf37-69ce-46a1-97bc-a47f64faac98,HICF,HICF30_I1_E1,374_Mixd_batch36
1079,7b9a5796-4ff9-4cf3-85e6-4ee32a9c142b,OXFORD,L28567,OX1366_Ecol_Oxf_BLC
1080,7bc4aea8-be8d-41f9-ab0a-995f8a86b406,OXFORD,L97582,OX1365_Ecol_Oxf_BLC
1081,7bc55a7e-bcfe-4613-ac18-ca04055b551a,APHA,MSG39-C06,OX408_Ecol
1082,7bcf3ad3-b6b6-4755-8ae7-4fbea30f5aef,HICF,HICF184_I1_E1,361_Ecol_batch15
1083,7bd9dfe3-26df-4b84-8e65-d58cf98ac3a6,APHA,MSG32-C12,OX407_Ecol
1084,7bf6bc3a-7b84-47c9-8b34-791dce82736d,APHA,MSG03-C08,OX404_Ecol
1085,7c64aa18-9eaf-410b-b915-687c92a8d776,HICF,HICF826,OX58_MIXED
1087,7c71faaa-bbb8-4b3b-a8df-dd94299a4cd3,OXFORD,T41006,OX319_Ecol
1088,7ca93459-c96f-4dcb-9ef6-51e07741030c,OXFORD,L67123,OX1364_Ecol_Oxf_BLC
1089,7caeb06b-fa35-40f9-9133-1ea67c18b998,OXFORD,L13124,OX274_Ecol
1091,7cd48c9d-b99c-4abc-8282-837fd193d31c,OXFORD,L10526,OX1365_Ecol_Oxf_BLC
1093,7d41fe2d-c87c-4f41-9a0c-b0427ee52327,HICF,HICF157_I1_E1,361_Ecol_batch15
1094,7de3dce5-8f27-4dd6-9741-940e7c1ac552,HICF,HICF10_I1_E1,307_Mixd_batch32
1095,7e0b88b2-806d-4a30-81d3-7cba737838c1,OXFORD,L29542,OX274_Ecol
1096,7e2bf125-d61c-46c6-9f1d-1934eeeebbfe,APHA,MSG10-C08,OX404_Ecol
1097,7e38ecab-348b-4876-bea8-ca0be9486a70,OXFORD,L10630,OX1365_Ecol_Oxf_BLC
1098,7e44de8b-83f2-4070-a61b-8a872cf3f086,OXFORD,W17559,OX319_Ecol
1100,7e482688-a643-41e4-8ee3-47c4178a0e00,APHA,MSG18-C15,OX404_Ecol
1103,7ea1cfbe-6673-4bfe-bbf5-0b97e4dcf08f,OXFORD,L47640,OX1357_Ecol_Oxf_BLC
1104,7eacd2a9-d913-4781-b4e0-ee57f5d8ded1,HICF,HICF242_I1_E1,362_Mixd_batch35
1105,7ebb2d78-15ae-497e-93b2-c1093d1178c6,APHA,MSG27-C16,OX407_Ecol
1106,7ed5355e-584e-4089-ab92-56ccd0f472d8,HICF,HICF196_I1_E1,362_Mixd_batch35
1107,7f0456ed-a34e-4f16-9ac8-f8c2b1b6585b,APHA,MSG43-C02,OX408_Ecol
1109,7f7bbe76-7373-46e5-ba14-eba71a8cea4c,OXFORD,L30898,OX1366_Ecol_Oxf_BLC
1111,7f932369-96ad-44cf-944c-237d5c5697a2,OXFORD,L2634,OX291_Ecol
1112,7f9a4829-2856-49fc-910e-cdfdbb04e7e4,OXFORD,F10837,OX300_Ecol
1113,7fa16a14-77e0-4c8b-a0be-29a9458f4009,OXFORD,L61207,OX1364_Ecol_Oxf_BLC
1114,7fa8e955-8329-4193-9dcc-f10d8214887f,OXFORD,W42038,OX291_Ecol
1115,7faab318-09be-4d5f-bd78-0f6732b4c2a4,OXFORD,T42884,OX319_Ecol
1116,7fafdadd-f73a-448f-94c8-293286fc86f7,OXFORD,L62093,OX289_Ecol
1117,7fe4ebe0-49d1-4dde-a356-a99a1a7836bb,OXFORD,L4488,OX1365_Ecol_Oxf_BLC
1118,7fea751c-bf6f-409f-a876-b7fd3c72e6d2,OXFORD,L87052,OX280_Ecol
1119,7fff7119-652b-4fba-94f9-f2c0cd5dcc10,HICF,HICF570_I1_E1,375_Mixd_batch37
1120,8002054e-6323-4443-a749-f6d70b0fbd32,APHA,MSG25-C08,OX406_Ecol
1121,803ca1f3-942d-40c2-b95f-96e638b2960f,OXFORD,L85140,OX280_Ecol
1122,80403407-5d7a-4cfb-b653-daf9bf6c6e22,APHA,MSG35-C06,OX407_Ecol
1123,8047e36c-92a5-4193-9416-84e4e551c8f7,APHA,MSG53-C13,OX410_Ecol
1124,805ee933-4cd8-4e5b-8d8d-edfb2ed46406,APHA,MSG01-C10,OX404_Ecol
1125,805f4cc1-c4a3-4263-b658-f8504eb1ea5a,OXFORD,L89234,OX280_Ecol
1126,8076d8de-fd45-4e62-9582-00102e05aa20,OXFORD,L19276,OX274_Ecol
1128,80ab435c-3e5c-4234-bb62-de59923844d6,OXFORD,T14140,OX1365_Ecol_Oxf_BLC
1129,80cbdb5c-d062-48c2-ae3e-d8023fc2bb1a,APHA,MSG21-C14,OX406_Ecol
1130,80d2610c-f684-4619-b8eb-b073b70c5a09,HICF,HICF859,OX58_MIXED
1131,80ecee90-8ca5-4d3e-827b-eb108f318719,HICF,HICF611,OX32_Ecol
1132,80f2cd9c-6f09-440c-85ed-6a236138bb90,OXFORD,L14736,OX1365_Ecol_Oxf_BLC
1133,817bd7eb-330c-4217-abef-39c9cbfbe29e,OXFORD,L16842,OX291_Ecol
1134,8188e7b8-d1d3-4366-ae03-890e2fb7795e,OXFORD,L53288,OX1364_Ecol_Oxf_BLC
1135,818cae84-5868-449e-a0d1-5ceee4ce2bc8,OXFORD,L37265,OX274_Ecol
1136,819760a0-d141-4ed4-8c64-e2218240e372,OXFORD,X45388,OX300_Ecol
1137,819ea3b6-f7d4-4e99-9bdc-7efbde3c20b5,APHA,MSG02-C06,OX404_Ecol
1138,81caed4f-78fa-493d-9507-5ed75353ca1a,HICF,HICF895,OX59_MIXED
1139,821fa574-48a4-44d5-8781-ab7fca953f9c,HICF,HICF229_I1_E1,362_Mixd_batch35
1141,8243dfa5-6502-4505-844e-771d1b19ae1b,HICF,HICF40_I1_E1,374_Mixd_batch36
1142,825be947-25f4-4345-910c-ea57b1b84717,HICF,HICF145_I1_E1,361_Ecol_batch15
1145,826ac044-dbf5-4226-b4b9-c3cfe3a9262d,APHA,MSG49-C15_r,OX410_Ecol
1146,826b040f-c6b0-49bf-9b5b-da42ddb22ed9,HICF,HICF814,OX58_MIXED
1147,826d3323-3fac-44c4-b30e-9be1fbbdc303,OXFORD,L50813,OX290_Ecol
1148,829e531e-b003-47d9-a6a3-468bc06702f8,APHA,MSG03-C08_r,OX404_Ecol
1149,82bd9f84-546c-4180-b751-8dbd36ae5582,OXFORD,L25348,OX1366_Ecol_Oxf_BLC
1150,82e40b8d-1917-4b47-b772-8e4989dbe90c,APHA,MSG45-C11,OX410_Ecol
1151,82e77803-3879-4839-9708-02fe7aea74c8,OXFORD,L86102,OX280_Ecol
1152,82edd306-6d05-45e0-8db9-78cde632bb09,OXFORD,H36434,OX290_Ecol
1153,82feaacd-4fa4-4760-84c8-fbf2410601d9,OXFORD,L37541_2,OX1366_Ecol_Oxf_BLC
1154,837e9fb9-6ab3-4af6-abfc-ad3f871a975f,APHA,MSG42-C12,OX408_Ecol
1155,83908ab8-a53a-4818-ba4e-06f88391c409,OXFORD,M66513,OX319_Ecol
1156,83cd83a3-85f4-4274-9cd5-27533034ceb7,APHA,MSG44-C11,OX408_Ecol
1158,83f5df28-5d12-4458-82c0-7b01fc2e4917,OXFORD,L83795,OX280_Ecol
1159,840bb87d-9858-4127-ba62-0f783c1ec49d,APHA,MSG15-C16,OX405_Ecol
1160,8429e101-3cec-431a-a669-66166b5a88dc,OXFORD,L89887,OX280_Ecol
1161,84427a5d-3245-48d7-a54d-65081fa6fed1,HICF,HICF198_I1_E1,362_Mixd_batch35
1162,846d8e4c-56ed-4350-909f-40b88d683b0f,OXFORD,X45936,OX299_Ecol
1163,848462b4-fb45-4e7c-91c1-e5d46f940f79,OXFORD,L20995,OX300_Ecol
1164,84891535-ce22-405a-91ef-2ae3d5fde0dc,OXFORD,L96992,OX1365_Ecol_Oxf_BLC
1165,8491a601-05da-4951-a732-078ce221ce71,HICF,HICF131_I1_E1,361_Ecol_batch15
1166,84990a48-0bfb-4e63-af96-bec768bad4bb,APHA,MSG35-C14,OX407_Ecol
1167,84bb73c0-3deb-4d8a-9a86-c8e891247f28,APHA,MSG08-C08,OX404_Ecol
1168,84be9685-7806-44ee-a897-34167be285bb,OXFORD,L34349,OX274_Ecol
1169,84c0d5e7-86e5-426f-89f9-824082ab7de2,OXFORD,L46873,OX274_Ecol
1170,84ce2cfd-bba6-49bc-8436-41ea5de15692,HICF,HICF6_I1_E1,307_Mixd_batch32
1171,850ec7ec-d1a8-4d95-b174-91d300c6a864,OXFORD,L723,OX280_Ecol
1172,85140a7a-2455-4a94-87ad-84e31f5f91d7,OXFORD,L54838,OX289_Ecol
1175,85859366-28ef-4afb-9d22-2b3c7d7fa551,OXFORD,X48993,OX290_Ecol
1176,8589e647-e84b-4f78-b075-5b436fddc7a6,OXFORD,L91014,OX280_Ecol
1178,85e18e49-c980-43ab-b2cc-220f339a8b09,APHA,MSG38-C05,OX408_Ecol
1179,85fbe341-0ac7-41c5-b4ab-3f8b82f117b7,APHA,MSG30-C13,OX407_Ecol
1180,8600ad83-744a-4e8d-9ed1-29931bdb98f6,HICF,HICF897,OX59_MIXED
1182,86117804-5db0-41a2-bd16-35e0b94ca568,APHA,MSG44-C16,OX408_Ecol
1183,86469479-71ed-488f-ae9f-be7210bf6564,HICF,HICF893,OX59_MIXED
1184,864e44dd-0c85-47a8-8227-28ad127c7997,OXFORD,L78147,OX289_Ecol
1185,8654af41-dc8b-47f9-ae00-c7cbbd15c5ff,APHA,MSG34-C13,OX407_Ecol
1187,867b8637-e7e0-476b-ab5d-3feb0b8218b8,OXFORD,L12254,OX319_Ecol
1188,868dc693-4c91-4364-b80b-a65ee851a187,OXFORD,L89041,OX280_Ecol
1189,86b1fee6-6e0e-48cc-a8d0-18d9d73ea7a9,HICF,HICF164_I1_E1,361_Ecol_batch15
1190,86c5b513-72d0-4960-bdd4-ff4f5a5691dc,OXFORD,M4732,OX299_Ecol
1191,86dcd72c-4609-4be1-b8de-8586ab569ad5,OXFORD,L39971,OX274_Ecol
1193,86ff6ebb-6527-4998-b44d-fad22fc5883c,APHA,MSG35-C01,OX1173_ECOL_APHA_Molsig
1194,870b8e49-faf4-4ab9-91d2-67ea3442150f,HICF,HICF203_I1_E1,362_Mixd_batch35
1195,876020db-7fb5-4d16-a10a-9869b66e6fac,OXFORD,L43733,OX274_Ecol
1196,876ec817-36ed-47a8-ae2c-7ffc70886164,HICF,HICF842,OX58_MIXED
1197,878b9afc-2cb7-4483-bf8a-60901e75dd5a,OXFORD,L69905,OX1364_Ecol_Oxf_BLC
1198,878f3d69-8fe9-42de-acd7-aa26af317c3d,OXFORD,L5081,OX291_Ecol
1199,87b687b1-4e77-4479-bb48-febbed606b51,OXFORD,S60336,OX274_Ecol
1200,87dbafd9-d2cf-4325-96b7-a25c6b09c49c,HICF,HICF98_I1_E1,361_Ecol_batch15
1201,87e0424e-4565-4845-a13e-ad0db9cefd96,OXFORD,L30014,OX299_Ecol
1202,8839771d-545a-4c9f-803e-23c6eede59a0,OXFORD,L34873,OX1366_Ecol_Oxf_BLC
1203,888f5fa8-556e-40f5-8177-5f9423a8e0a4,APHA,MSG09-C17,OX405_Ecol
1205,88c15044-d1b2-40e6-b0a0-5a3a2f41a91e,OXFORD,X49436,OX289_Ecol
1207,89451582-9b16-4ff2-9099-8da3381106dd,APHA,MSG17-C13,OX405_Ecol
1208,894d49df-d546-46da-832c-da64ed11386a,APHA,MSG16-C12,OX404_Ecol
1209,89557ca1-8f98-49fe-9947-96c36a3b8469,OXFORD,L4031,OX1365_Ecol_Oxf_BLC
1210,8968b26b-2687-4b7d-9e7c-3370bc62041c,OXFORD,L6564,OX291_Ecol
1211,896c0ef8-87ef-4c42-9ce8-c671b8fa578c,APHA,MSG23-C11,OX406_Ecol
1212,899495e4-5535-4483-ab6b-cf7b3d3559af,OXFORD,L29320,OX274_Ecol
1213,8994ebad-28ce-4915-80a9-e97fca40fef0,HICF,HICF191_I1_E1,362_Mixd_batch35
1214,89c73871-51f2-44d6-957c-90a95820145b,APHA,MSG37-C11,OX408_Ecol
1215,8a15ce15-cac0-4a1b-9b91-810169721d69,HICF,HICF163_I1_E1,361_Ecol_batch15
1216,8a17cf78-c511-416e-a306-03e607fcee1c,OXFORD,L95521,OX280_Ecol
1217,8a3bb9f4-7547-4ff9-8b26-85b4b66f9458,OXFORD,W21216,OX319_Ecol
1218,8a43699b-cf30-45dd-b3dc-fc9c3d2c47d6,APHA,MSG19-C20,OX405_Ecol
1219,8a7070fc-ba3b-405a-b30b-2f08b3c191ae,APHA,MSG30-C12,OX407_Ecol
1220,8a9d797f-d345-496f-9b66-3645f4dfcf07,OXFORD,L94586,OX280_Ecol
1221,8ad3dbb8-3751-45aa-9c03-8ad9822172fb,HICF,HICF87_I1_E1,361_Ecol_batch15
1222,8ad96f0e-ee61-4a78-8ef9-ef9d06b92db9,OXFORD,L35760,OX299_Ecol
1223,8af21f43-db4c-4ff5-8813-35e6054c914b,OXFORD,L69097,OX289_Ecol
1224,8b0d90b0-37eb-4a48-aad1-a67a2087e1d7,OXFORD,M16136,OX289_Ecol
1225,8b14555d-b35e-4931-9e0d-3ccb7e1bc7bd,OXFORD,L28791,OX300_Ecol
1226,8b2a2b93-e37f-498f-a3c3-514ff5eb77ed,OXFORD,L95484_1,OX1365_Ecol_Oxf_BLC
1227,8b419bc6-3f02-4091-b6e1-41ebfb1deff1,APHA,MSG25-C19,OX406_Ecol
1228,8b537d9b-e855-4f14-a814-772b3bfd5a6b,OXFORD,L51141,OX1364_Ecol_Oxf_BLC
1229,8b71657a-4b4e-44f6-96b3-960c1c70443c,OXFORD,L26355,OX290_Ecol
1230,8b9b23b9-ff06-4af6-83b7-e8c8ce5e4c8f,OXFORD,L15871,OX319_Ecol
1231,8bad1743-d05a-4bb8-b583-16e2d6c13b55,OXFORD,L75632,OX1364_Ecol_Oxf_BLC
1232,8bb3bbc4-3df2-4519-80dc-75247cb546ad,OXFORD,L42772,OX299_Ecol
1233,8be5d491-f80e-49c7-87ba-fbd8deb62aeb,APHA,MSG25-C09,OX406_Ecol
1234,8bf5ed3f-b4eb-4186-afb4-0c5472c2de2d,OXFORD,L55590,OX289_Ecol
1235,8c06ac0e-eb4b-4add-bb69-0432022a6bfd,HICF,HICF866,OX58_MIXED
1236,8c54261d-c095-4d84-b4ee-9a7c02faac40,HICF,HICF105_I1_E1,361_Ecol_batch15
1237,8c892c36-5beb-417b-af27-9a34e428c929,APHA,MSG46-C03,OX410_Ecol
1239,8ce42dd8-14a6-4466-8079-9be1f8ff243e,OXFORD,L41937,OX1366_Ecol_Oxf_BLC
1240,8ce6ee73-2f86-4d6b-b627-2db74898fe5b,OXFORD,L17177,OX274_Ecol
1241,8d085c80-e941-48cd-89c4-485dbd2835d3,OXFORD,L20640,OX300_Ecol
1242,8d282921-7d18-4780-9104-08c43243ba04,APHA,MSG41-C18,OX408_Ecol
1243,8d58a486-dec6-41af-9322-e5a54298693e,OXFORD,L74419,OX289_Ecol
1246,8d82f540-2a1c-4f13-9822-1a270ef87dae,APHA,MSG26-C08,OX406_Ecol
1247,8d8712c5-dbed-4f1b-a439-6e82a982ca53,HICF,HICF208_I1_E1,362_Mixd_batch35
1248,8d8fa95b-a2c6-4147-8283-0104b631136e,HICF,HICF249_I1_E1,362_Mixd_batch35
1249,8da914e0-d006-4f7c-9e89-3be53e33722e,OXFORD,L79798,OX289_Ecol
1251,8df29dab-af99-4617-9b43-4ef0d07c8259,APHA,MSG24-C08,OX406_Ecol
1253,8e1c500d-cfc2-444f-811f-54cf57c66d64,HICF,HICF817,OX58_MIXED
1254,8e81e0a2-2055-488a-9fa0-673420da6b8b,APHA,MSG21-C17,OX406_Ecol
1255,8ecaa31e-7f30-4996-92d5-355e309fcbcf,OXFORD,W20942,OX319_Ecol
1256,8edc279c-cee8-49e0-9bcf-21a3d8b62221,APHA,MSG09-C02,OX404_Ecol
1257,8edc5eeb-4418-45cf-9c3b-2e25731734a6,OXFORD,L174,OX280_Ecol
1259,8ef96223-bc63-4652-8f98-efbc25abc6ab,APHA,MSG32-C10,OX407_Ecol
1261,8f0c22c5-6815-4db6-ab53-7fe19ea121e6,APHA,MSG38-C03,OX408_Ecol
1263,8f806a72-8f43-4474-a08d-bd02ffafce8f,APHA,MSG32-C11,OX407_Ecol
1264,8fa45c1f-52c6-4aed-9f6e-0fb173bf7374,APHA,MSG20-C11,OX406_Ecol
1265,8fc2a230-b78f-4854-b74c-fa423785855e,OXFORD,T63020,OX291_Ecol
1266,8fca72b9-0bff-44a7-9207-172c911f12b1,HICF,HICF190_I1_E1,362_Mixd_batch35
1267,8fd3d041-f67b-4124-bf51-9bafe1cd559a,OXFORD,L2091,OX280_Ecol
1268,8ff8cb21-ec91-4549-b1d4-06aa7a1ebc7d,HICF,HICF121_I1_E1,361_Ecol_batch15
1269,9029f94c-628c-4214-8eeb-4ab4c6bb137e,OXFORD,L23116,OX290_Ecol
1270,9034c3f1-1ce2-48f0-b4b0-fb762ae03066,OXFORD,L55751,OX289_Ecol
1272,904de910-8801-4dd0-9f14-44099e768c78,OXFORD,L69440,OX289_Ecol
1273,9060b4ea-87ee-4d89-985a-3764b97d8ea2,APHA,MSG09-C18,OX404_Ecol
1274,906c1fdb-04bf-4ce7-a9dc-668985d91cde,APHA,MSG22-C08,OX406_Ecol
1275,90d67560-20cc-498f-8a33-3ee00881267a,APHA,MSG39-C17,OX408_Ecol
1276,91004d9f-7523-42eb-a104-91d827cffe19,OXFORD,M65506,OX319_Ecol
1278,9118ca67-511b-4c15-b535-0d92ec3fbfc7,OXFORD,L86582,OX1364_Ecol_Oxf_BLC
1279,911b1b0b-eb89-40b1-af8b-643c763f115e,OXFORD,L57152,OX1364_Ecol_Oxf_BLC
1280,91208ca1-1a71-49f4-8271-f50c9aa3afbf,HICF,HICF71_I1_E1,374_Mixd_batch36
1281,9157d53f-7964-484e-8b11-decf295dab0a,HICF,HICF44_I1_E1,361_Ecol_batch15
1282,917985f3-4164-452d-b7c5-82f023755fa1,APHA,MSG13-C08,OX404_Ecol
1283,9185877e-5afc-455b-89c7-5c2d5af23c45,OXFORD,L75576,OX1364_Ecol_Oxf_BLC
1284,9197a45e-6d51-4b58-bb06-7a314334be8b,OXFORD,L67127,OX289_Ecol
1285,919cacda-fe7a-44e5-9d97-fc4ecdc7649c,HICF,HICF60_I1_E1,361_Ecol_batch15
1286,91c22b5c-ef11-490e-ac55-6f958e0b9523,OXFORD,L37541_1,OX1366_Ecol_Oxf_BLC
1287,91cbd7fd-bbe8-4092-8731-cd246f9fcbd8,APHA,MSG33-C07,OX407_Ecol
1288,91d64271-f87f-4c50-82f2-f1b748a16593,OXFORD,L78851,OX1364_Ecol_Oxf_BLC
1289,91f2185c-908d-4c0e-8f80-6e3ce2e71858,OXFORD,L30930,OX290_Ecol
1290,91f8b1c7-c815-41c7-b038-a576b34971d6,APHA,MSG22-C12,OX406_Ecol
1291,922a7610-13a4-419f-814d-584550500cea,OXFORD,L48577,OX291_Ecol
1292,9237a8bb-0e26-468b-b697-3accc07554dc,APHA,MSG55-C03,OX1173_ECOL_APHA_Molsig
1294,927eda62-dec2-4a7c-bcff-8c2f79c76730,OXFORD,L98852,OX1365_Ecol_Oxf_BLC
1295,92fa7248-b385-40e2-8c8f-ba2714793cd4,APHA,MSG33-C06,OX407_Ecol
1296,9321a010-635a-44c0-958e-24009455eb50,APHA,MSG17-C09,OX405_Ecol
1297,932d67a9-fa3f-4f5d-ae00-623e4975ad5a,OXFORD,L81150,OX1364_Ecol_Oxf_BLC
1299,939e5da1-6240-4d77-aa23-28920ae6b947,APHA,MSG34-C16,OX407_Ecol
1300,939eec6d-b31b-405a-8c10-b9a818f842fa,APHA,MSG51-C05,OX410_Ecol
1301,9430b65e-e848-4a41-9c74-462e10608f9c,APHA,MSG47-C11,OX410_Ecol
1303,9471d3b9-00a5-4969-bfe9-e6cd2b4c99a6,OXFORD,L75825,OX1364_Ecol_Oxf_BLC
1304,94794370-18ee-4bf4-b137-a4fac4870db7,OXFORD,L38585,OX274_Ecol
1305,948086d0-ea5c-405b-bc7a-ed0b31cb7ddf,OXFORD,L66175,OX289_Ecol
1306,949984a8-8247-475d-adc7-d302e2b116e4,OXFORD,L20435,OX291_Ecol
1307,94a1a012-4aad-401d-99ae-5f621eeb2fdd,APHA,MSG08-C18,OX404_Ecol
1308,94c57aef-95ac-41b5-92ef-671a6ada281a,HICF,HICF856,OX58_MIXED
1309,94f1e679-11a8-43e8-8c53-865e82333ba4,APHA,MSG48-C14,OX410_Ecol
1310,94f6bc98-629f-4681-b752-48fa0578a0c8,OXFORD,W22869,OX300_Ecol
1311,94fce634-2233-47b7-bdd7-4269c1466ccd,HICF,HICF83_I1_E1,374_Mixd_batch36
1312,9533b243-6759-47bf-89f8-3e86e449831c,HICF,HICF17_I1_E1,307_Mixd_batch32
1313,9552364e-75ea-40f2-af62-3fa02904c711,OXFORD,L33014,OX299_Ecol
1314,95736ba7-f19e-4909-86cc-231a533890cd,OXFORD,L11845,OX319_Ecol
1316,958c233c-201b-44bc-bf06-69513051258f,OXFORD,L24935,OX274_Ecol
1317,95b62742-68c2-49ed-9d32-e6498f16fc70,OXFORD,L44836,OX290_Ecol
1318,95fb9406-778a-4841-abae-8b79694f6110,OXFORD,M16629,OX289_Ecol
1319,962ae840-8297-4978-ac54-6eed7786164e,OXFORD,L73176,OX289_Ecol
1321,96caa973-8cf6-43d1-8672-347a233a93e7,APHA,MSG34-C15,OX407_Ecol
1322,96d53da9-7455-4b64-b209-e274f6e445bb,APHA,MSG07-C13,OX405_Ecol
1323,96db51c9-f84b-4041-9abc-44ecd61bc990,OXFORD,L99425,OX280_Ecol
1325,970e3b61-3817-4d63-80e0-b0e6f0394132,OXFORD,L4096,OX290_Ecol
1326,971b2798-c226-4928-a127-a7ad701e4426,OXFORD,L95639,OX1365_Ecol_Oxf_BLC
1327,971fe692-f17f-4cc1-8188-c4e835b8377f,APHA,MSG57-C13,OX1173_ECOL_APHA_Molsig
1328,975d05d7-665e-4fcc-b438-5c84505bfb09,OXFORD,L43083,OX290_Ecol
1329,976f22f9-8340-4dfe-863b-de0324da491d,HICF,HICF824,OX58_MIXED
1330,977635b2-55ee-480d-89c9-444bff0ab8b3,OXFORD,T45234,OX300_Ecol
1331,9793d2c5-ba76-45be-befe-6e3d2faf3c0c,OXFORD,L6751,OX291_Ecol
1332,97ad4f7d-358d-4de1-a4fb-c5a7157facf2,OXFORD,L84201,OX280_Ecol
1333,97bf1a3d-0f2d-436b-a311-02b05374fa07,APHA,MSG17-C12,OX404_Ecol
1335,97e3a2b6-10f1-4f1a-ba97-571cce1b2393,HICF,HICF20_I1_E1,307_Mixd_batch32
1336,97f28867-d324-4abf-99fa-f86c86cf3c58,OXFORD,L17319,OX300_Ecol
1339,98e7d552-ab92-432d-84b5-b76f65cb16d6,OXFORD,L27903,OX290_Ecol
1340,98f45bb3-c22c-483c-b7f9-f5ae6546b631,OXFORD,L42433,OX274_Ecol
1341,993bc0a1-9c1f-480d-aac2-0395d450e707,HICF,HICF116_I1_E1,361_Ecol_batch15
1342,9942341b-a084-48e5-9894-ea2a56de1dcf,HICF,HICF853,OX58_MIXED
1343,99564943-5947-42ec-9f10-ca406f150a0e,APHA,MSG54-C08,OX410_Ecol
1344,99707dbf-4802-4a9a-8e48-9cc0fe43acc3,HICF,HICF123_I1_E1,361_Ecol_batch15
1345,9971ca21-ef77-4bcb-aeb0-96b75671dab0,OXFORD,L68633,OX289_Ecol
1346,99c570f9-14b4-4f25-8dad-7eec2cadc22d,HICF,HICF64_I1_E1,374_Mixd_batch36
1347,99c94403-8275-48b2-b720-998a0e51d291,OXFORD,L92190,OX280_Ecol
1348,99d15922-2119-44ac-96b6-23e517e59a1e,OXFORD,F9535,OX319_Ecol
1349,99dc622a-5aa0-47a7-8060-c1226a7f2f91,APHA,MSG25-C07,OX405_Ecol
1350,99e95e8f-172b-427e-9b55-0a8c034abf36,APHA,MSG02-C10,OX405_Ecol
1351,99e9c7dc-7715-4551-a721-0f8b6a5f3065,HICF,HICF210_I1_E1,362_Mixd_batch35
1352,9a096589-3f85-49e8-a9a5-234c9a0421b1,APHA,MSG12-C13,OX404_Ecol
1356,9a2777cc-e8aa-41b4-b06c-e8edab336bf7,HICF,HICF33_I1_E1,307_Mixd_batch32
1357,9a2cd64e-b162-4143-b909-c8ff0c5ec68f,HICF,HICF647,OX32_Ecol
1358,9a4d4e79-765d-4997-b396-e07b80c316ed,OXFORD,L20169,OX300_Ecol
1359,9a5943c8-4bf9-4058-bea5-3969ffa7077d,APHA,MSG35-C09,OX407_Ecol
1360,9a8b8483-64ff-4c27-8999-dc78cf43474c,APHA,MSG14-C14,OX405_Ecol
1361,9a95f5a0-6536-4d16-afd2-78fb644606fa,OXFORD,H8703,OX319_Ecol
1362,9aa2ccf2-ba1e-47af-b5c6-a80519b35cbb,OXFORD,L21725,OX300_Ecol
1364,9af8bbf2-faeb-4339-a6f0-3cd2615142fc,HICF,HICF231_I1_E1,362_Mixd_batch35
1365,9b727f0e-f009-4ee8-a157-fe268cccde43,APHA,MSG07-C15,OX405_Ecol
1366,9b8a8cd9-fcb9-4f88-8d31-76a12ae0565b,OXFORD,L38073,OX274_Ecol
1369,9bb71178-aa95-4585-99a9-e2f40a9389bf,OXFORD,L35321,OX299_Ecol
1370,9bbc7fba-c551-4e33-add0-ef55fbd926cb,OXFORD,L32296,OX274_Ecol
1371,9bef13d4-0de9-4933-9aa0-a4b0008b0df5,OXFORD,F9213,OX319_Ecol
1372,9bfd138a-db87-487e-a90e-bb0f092d7682,HICF,HICF230_I1_E1,362_Mixd_batch35
1374,9c0af296-8918-4e87-88fe-e4c96e5b591b,OXFORD,L87124,OX280_Ecol
1375,9c240243-741f-4e20-9f9b-8410336bf5a0,APHA,MSG34-C11,OX407_Ecol
1376,9c63d5ae-964a-4dee-9cad-12101aa8914a,OXFORD,L72649,OX289_Ecol
1377,9c69218e-7b00-459f-add0-153a7d39689f,OXFORD,L59167,OX1364_Ecol_Oxf_BLC
1378,9ca18a07-46b0-4af1-8795-99bfa1717ab8,OXFORD,L46260,OX274_Ecol
1380,9cc59b58-c306-4213-9b4d-18f6fa19dfab,OXFORD,F58941,OX1365_Ecol_Oxf_BLC
1381,9cca7ea8-e51d-4582-989c-906aec8e383b,OXFORD,L76739,OX1364_Ecol_Oxf_BLC
