isolate,pattern,simulatable,contig
611ebba3-0579-4573-811a-58b02ded81c3,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_60_length_2125_cov_63.801758
6ad22bd4-5505-42e5-8608-e37fd87dc54d,aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA3_1_AF047479,True,NODE_62_length_11974_cov_53.811213
e7d99742-7906-45df-9c9a-bb7152269690,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_37_length_6854_cov_502.188579
78c5aa19-3b4f-4bc6-9052-4125f4184d75,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_57_length_6811_cov_51.141521
78c5aa19-3b4f-4bc6-9052-4125f4184d75,sul1_2_U12338:sul1_5_EU780013,True,NODE_53_length_10118_cov_50.437905
66711c3f-4b8d-411f-a5fb-66a445d1de34,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_33_length_13886_cov_88.868057
02242c9d-3877-4b48-95f0-77126fd60420,sul1_2_U12338:sul1_5_EU780013,True,NODE_37_length_11079_cov_76.423539
3eeb8fe3-c47e-4196-a168-017273763f19,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_59_length_10118_cov_54.706130
1d1eb0db-fc40-42b2-8432-51e10645cece,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_94_length_1894_cov_82.014860
276c8d5a-3a28-4946-ac3d-87a1a7f5c99d,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_6_length_294168_cov_29.121932
276c8d5a-3a28-4946-ac3d-87a1a7f5c99d,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_6_length_294168_cov_29.121932
14051895-1e3c-40aa-b07a-9a600c743253,aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA2_1_NC_010870:aadA2_2_JQ364967,True,NODE_33_length_11086_cov_125.715324
14051895-1e3c-40aa-b07a-9a600c743253,sul1_2_U12338:sul1_5_EU780013,True,NODE_33_length_11086_cov_125.715324
0bc3b533-3cca-4457-b7db-8d03d573cb3c,blaTEM-1B_1_AY458016,False,
ebfc656c-2e8c-49d7-bbf7-53fb6160c34b,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_5_JX185132:ant(3'')-Ia_1_X02340,True,NODE_28_length_7288_cov_37.983081
ebfc656c-2e8c-49d7-bbf7-53fb6160c34b,sul1_2_U12338:sul1_5_EU780013,True,NODE_28_length_7288_cov_37.983081
ebfc656c-2e8c-49d7-bbf7-53fb6160c34b,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,True,NODE_28_length_7288_cov_37.983081
eea4549a-3234-4525-aec7-c7b19e259a69,sul1_2_U12338,False,
eea4549a-3234-4525-aec7-c7b19e259a69,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_17_length_97969_cov_48.826012
08aaf564-0348-4332-9a68-0b01e1aea6a9,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_82_length_3894_cov_203.729631
08aaf564-0348-4332-9a68-0b01e1aea6a9,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_34_length_46112_cov_101.427370
08aaf564-0348-4332-9a68-0b01e1aea6a9,sul1_2_U12338:sul1_5_EU780013,True,NODE_34_length_46112_cov_101.427370
08aaf564-0348-4332-9a68-0b01e1aea6a9,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,True,NODE_34_length_46112_cov_101.427370
4abb0540-cd2e-4916-a56c-0ed2bd551f48,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_35_length_11140_cov_82.859713
4abb0540-cd2e-4916-a56c-0ed2bd551f48,sul1_2_U12338:sul1_5_EU780013,True,NODE_35_length_11140_cov_82.859713
285dfed9-bf17-4549-9847-be6a736f99c3,blaCMY-2_1_X91840:blaCMY-81_1_JQ733578,True,NODE_7_length_153939_cov_54.643499
285dfed9-bf17-4549-9847-be6a736f99c3,aadA2_2_JQ364967,False,
285dfed9-bf17-4549-9847-be6a736f99c3,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_5_AF321551,True,NODE_7_length_153939_cov_54.643499
0d4789a2-71a6-4db7-b0c0-bb15a9ade85d,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False,
6b9a233e-a8c9-4836-9f29-34d527ef1c54,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_25_length_49121_cov_53.480732
6b9a233e-a8c9-4836-9f29-34d527ef1c54,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_25_length_49121_cov_53.480732
c4fba97b-b24d-4ef9-8176-ad817085a5e0,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_49_length_10647_cov_114.913838
559f78ea-6adc-45ef-9006-b54e93b976cf,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_156_length_1762_cov_118.894508
559f78ea-6adc-45ef-9006-b54e93b976cf,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340,False,
559f78ea-6adc-45ef-9006-b54e93b976cf,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_5_AF321551,True,NODE_80_length_15870_cov_108.649402
559f78ea-6adc-45ef-9006-b54e93b976cf,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,True,NODE_113_length_6021_cov_124.483513
f5d99a7c-5210-4d5b-84b0-75dcfb38e63b,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_5_AF321551,True,NODE_27_length_43616_cov_116.428949
09ce3660-d309-41a5-bd7f-24f9bf45915e,aph(3'')-Ib_5_AF321551,False,
09ce3660-d309-41a5-bd7f-24f9bf45915e,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False,
09ce3660-d309-41a5-bd7f-24f9bf45915e,dfrA14_4_AF393510:dfrA14_5_DQ388123,True,NODE_18_length_92659_cov_124.403502
0d88da70-e4de-4dd6-93f3-aba2ab0dacb0,aph(6)-Id_4_CP000971,False,
0d88da70-e4de-4dd6-93f3-aba2ab0dacb0,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_44_length_34873_cov_54.027072
08ddc6b8-0f1e-4c7b-b600-36eb2281b06b,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_89_length_1894_cov_102.806824
3f8a2705-971f-460d-9b5e-b96dbc5c3f64,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_4_AF313472,True,NODE_37_length_35666_cov_59.839979
a1734ea4-5cc0-4f33-b01e-3816e3127d82,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_12_length_121949_cov_58.704058
25cf550d-bad3-48ec-be33-9ac407f8cdb4,blaCMY-2_1_X91840:blaCMY-90_1_HE819404,True,NODE_25_length_51555_cov_150.231050
50a86f45-1197-40fa-8a2b-c49659b4d76b,aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_47_length_26874_cov_113.860246
f4a8cd66-8ae6-421d-90d5-f93ceeaf9ae8,qnrS1_1_AB187515:qnrS2_1_DQ485530,True,NODE_35_length_28425_cov_75.492698
f4a8cd66-8ae6-421d-90d5-f93ceeaf9ae8,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_50_length_1970_cov_68.947174
04261a74-bb61-4851-9f19-5fd937fe84c0,aadA15_1_DQ393783:aadA1_4_JQ480156:ant(3'')-Ia_1_X02340,True,NODE_69_length_14220_cov_9.201372
04261a74-bb61-4851-9f19-5fd937fe84c0,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False,
04261a74-bb61-4851-9f19-5fd937fe84c0,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_69_length_14220_cov_9.201372
746f9d76-87f0-430a-ba86-918dbd2c9bc0,blaTEM-1A_1_HM749966,False,
746f9d76-87f0-430a-ba86-918dbd2c9bc0,dfrA17_1_FJ460238,False,
32d60e94-7d77-438d-932e-ca6c88f9492e,blaTEM-1A_1_HM749966:blaTEM-1C_1_FJ560503,True,NODE_75_length_1104_cov_128.906524
32d60e94-7d77-438d-932e-ca6c88f9492e,aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA2_1_NC_010870:aadA2b_1_D43625,True,NODE_55_length_5818_cov_83.788539
ff20eb69-fd10-48ae-ab66-b3182dd2b4be,sul1_2_U12338:sul1_5_EU780013,True,NODE_66_length_10704_cov_32.348546
ff20eb69-fd10-48ae-ab66-b3182dd2b4be,dfrA17_1_FJ460238:dfrA32_1_GU067642,True,NODE_66_length_10704_cov_32.348546
19ba4821-ea34-467f-bd64-e305ad6a3793,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_19_length_83456_cov_48.255148
19ba4821-ea34-467f-bd64-e305ad6a3793,sul1_2_U12338:sul1_5_EU780013,True,NODE_19_length_83456_cov_48.255148
16aa98d7-4d85-4d87-8d96-38e0e20455af,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_57_length_23911_cov_109.029999
19c64fe5-173e-4ab3-873b-4adf102e2443,aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA2_1_NC_010870:aadA2b_1_D43625:aadA5_1_AF137361,False,
a3925e44-8937-495c-bbbc-809ef00e447f,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:ant(3'')-Ia_1_X02340,True,NODE_13_length_146726_cov_37.782747
a3925e44-8937-495c-bbbc-809ef00e447f,aph(6)-Id_4_CP000971:aph(6)-Id_1_M28829,True,NODE_74_length_4532_cov_32.590348
a3925e44-8937-495c-bbbc-809ef00e447f,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_13_length_146726_cov_37.782747
b240d96e-eee1-4948-a3aa-e91c820980b0,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_4_AF313472,True,NODE_23_length_85656_cov_46.774606
17f8eda0-e9fb-4662-ba09-3ab7f7b65c61,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_34_length_52573_cov_55.991466
17f8eda0-e9fb-4662-ba09-3ab7f7b65c61,sul2_2_AY034138:sul2_9_FJ197818,True,NODE_139_length_2090_cov_138.625931
17f8eda0-e9fb-4662-ba09-3ab7f7b65c61,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_34_length_52573_cov_55.991466
17f8eda0-e9fb-4662-ba09-3ab7f7b65c61,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_134_length_2483_cov_103.326683
11c0ca61-3084-4173-b383-c168687a362e,blaTEM-1C_1_FJ560503:blaTEM-40_1_FR717535,True,NODE_50_length_1557_cov_128.847297
11c0ca61-3084-4173-b383-c168687a362e,aph(6)-Ic_1_X01702,False,
daf15d7d-69cb-4963-8abc-1bd359c56145,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_8_length_218723_cov_52.369309
daf15d7d-69cb-4963-8abc-1bd359c56145,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_8_length_218723_cov_52.369309
f5b8dc46-aff1-4a99-996f-093c774e6cb4,sul1_2_U12338:sul1_5_EU780013,True,NODE_69_length_6595_cov_68.423136
bd749bd0-785b-4e15-84b3-caa61aa61d29,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False,
db22b88f-aafe-4465-82cb-ad6453e2ca36,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_4_AF313472,True,NODE_31_length_43616_cov_83.209651
aa1e08dd-bf3e-453c-a1cb-9517be6c4a18,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_21_length_60973_cov_85.194955
b4ef4965-de9a-4292-b22a-5aa00c35b0f8,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_118_length_1762_cov_139.830343
b4ef4965-de9a-4292-b22a-5aa00c35b0f8,aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_5_JX185132:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,False,
b4ef4965-de9a-4292-b22a-5aa00c35b0f8,sul1_2_U12338:sul1_5_EU780013,True,NODE_98_length_4511_cov_84.972485
b4ef4965-de9a-4292-b22a-5aa00c35b0f8,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_98_length_4511_cov_84.972485
b40c3cc8-4664-4937-aa72-ae8ec19edbf9,aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461,True,NODE_85_length_3178_cov_86.294421
b40c3cc8-4664-4937-aa72-ae8ec19edbf9,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_73_length_6811_cov_70.480843
b40c3cc8-4664-4937-aa72-ae8ec19edbf9,sul1_2_U12338:sul1_5_EU780013,True,NODE_95_length_1597_cov_124.715789
c85705b5-c4a2-4ac8-9d7a-5306961e8792,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_27_length_35820_cov_75.398987
803ca1f3-942d-40c2-b95f-96e638b2960f,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_20_length_97650_cov_21.379265
803ca1f3-942d-40c2-b95f-96e638b2960f,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_20_length_97650_cov_21.379265
a2dee48c-2577-4a1b-842b-9115b4647f2d,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,False,
8994ebad-28ce-4915-80a9-e97fca40fef0,blaTEM-1B_1_AY458016:blaTEM-1D_1_AF188200,True,NODE_50_length_4467_cov_198.855581
bdada405-1cf9-4a03-9fe4-21f13a29541c,sul1_2_U12338:sul1_5_EU780013,True,NODE_70_length_6596_cov_171.665900
aa4a28d0-b7e7-44dc-81ff-46f2c02f02e7,sul1_2_U12338:sul1_5_EU780013,True,NODE_39_length_11343_cov_58.096929
f3884b80-2577-4e51-b59c-8bc023094571,aac(3)-IV_1_DQ241380:aac(3)-IVa_1_X01385,True,NODE_61_length_3429_cov_81.047136
f3884b80-2577-4e51-b59c-8bc023094571,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340,True,NODE_51_length_9400_cov_85.484179
1f850b95-0ae7-42c3-af06-9b1131690dde,sul1_2_U12338:sul1_5_EU780013,True,NODE_62_length_6642_cov_64.648134
360d05a7-d41f-4458-bcb6-ac97621acea2,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_66_length_2570_cov_33.687926
8f806a72-8f43-4474-a08d-bd02ffafce8f,aac(3)-IV_1_DQ241380:aac(3)-IVa_1_X01385,True,NODE_53_length_10717_cov_54.196335
8f806a72-8f43-4474-a08d-bd02ffafce8f,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA22_1_AM261837:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False,
8f806a72-8f43-4474-a08d-bd02ffafce8f,sul1_2_U12338:sul1_5_EU780013,True,NODE_55_length_8994_cov_60.930582
8f806a72-8f43-4474-a08d-bd02ffafce8f,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_74_length_2414_cov_55.999572
da0a271e-b52e-4154-9c3d-7d46bf954146,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_51_length_3861_cov_93.225159
da0a271e-b52e-4154-9c3d-7d46bf954146,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_57_length_1970_cov_97.662969
1c2c8fdb-15a6-4ff1-9fc4-d614546a5485,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_23_length_7684_cov_161.139740
1f2df0b9-6e98-4c96-90c0-6d92da0ae1b9,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_70_length_6534_cov_82.876723
f2850458-a0bf-4ecc-a055-5737cac03637,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_5_length_292260_cov_35.559485
76a1f80d-5f2d-4627-9c6b-378c1300a54b,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_26_length_35820_cov_104.088409
e21ba09e-7c02-4bad-806d-fb7306179797,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_32_length_65421_cov_36.243909
aba7f040-cd81-4ea3-a98a-089ec11f2aee,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_77_length_2570_cov_53.586843
35795945-3070-4500-8141-42711c82ba0b,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_62_length_3645_cov_39.084641
35795945-3070-4500-8141-42711c82ba0b,sul1_2_U12338:sul1_5_EU780013,True,NODE_44_length_9919_cov_36.382239
35795945-3070-4500-8141-42711c82ba0b,sul2_2_AY034138:sul2_9_FJ197818,True,NODE_62_length_3645_cov_39.084641
5ed442e2-f542-4747-92c7-2aa91c0fc528,blaCMY-114_1_KM087846:blaCMY-2_1_X91840,True,NODE_37_length_22514_cov_41.593751
5ed442e2-f542-4747-92c7-2aa91c0fc528,qnrS1_1_AB187515:qnrS2_1_DQ485530,True,NODE_42_length_12654_cov_74.803133
5ed442e2-f542-4747-92c7-2aa91c0fc528,sul1_2_U12338:sul1_5_EU780013,True,NODE_49_length_5306_cov_46.620960
6c30aedb-36d6-4b52-92e0-2cc71bf916c7,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_35_length_47265_cov_41.923349
6c30aedb-36d6-4b52-92e0-2cc71bf916c7,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_35_length_47265_cov_41.923349
7bcf3ad3-b6b6-4755-8ae7-4fbea30f5aef,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_37_length_17564_cov_150.738491
7bcf3ad3-b6b6-4755-8ae7-4fbea30f5aef,sul1_2_U12338:sul1_5_EU780013,True,NODE_37_length_17564_cov_150.738491
a20f34ce-ea7b-4a80-ab66-4fb5c649f07a,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_4_AF313472,True,NODE_25_length_66694_cov_145.133600
0ef06eaa-f370-4f40-ab5c-8f59c201466e,blaTEM-106_1_AY101578:blaTEM-135_1_GQ896333:blaTEM-1B_1_AY458016,True,NODE_59_length_13608_cov_60.773631
0ef06eaa-f370-4f40-ab5c-8f59c201466e,qnrS1_1_AB187515:qnrS2_1_DQ485530,True,NODE_59_length_13608_cov_60.773631
0ef06eaa-f370-4f40-ab5c-8f59c201466e,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_67_length_8619_cov_57.806134
d8b56b69-cacf-4fdf-870c-f87d7323692c,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_47_length_11046_cov_51.228462
d8b56b69-cacf-4fdf-870c-f87d7323692c,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_64_length_4531_cov_49.266951
d8b56b69-cacf-4fdf-870c-f87d7323692c,sul1_2_U12338:sul1_5_EU780013,True,NODE_47_length_11046_cov_51.228462
d8b56b69-cacf-4fdf-870c-f87d7323692c,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_47_length_11046_cov_51.228462
e3f7d89a-7fc9-4f79-93e2-64e6bd55ce76,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_41_length_21890_cov_104.198826
e3f7d89a-7fc9-4f79-93e2-64e6bd55ce76,sul1_2_U12338:sul1_5_EU780013,True,NODE_41_length_21890_cov_104.198826
bceb2c0f-c7f5-49b6-b833-c8274693ed7d,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_29_length_60650_cov_64.370644
bceb2c0f-c7f5-49b6-b833-c8274693ed7d,sul1_2_U12338:sul1_5_EU780013,True,NODE_29_length_60650_cov_64.370644
bceb2c0f-c7f5-49b6-b833-c8274693ed7d,dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_29_length_60650_cov_64.370644
ff1adadb-cda6-4acd-8022-ae9ba343358a,dfrA5_1_X12868:dfrA5_2_FJ001870,False,
f80bd739-8686-4069-a7d9-f9e1334c26d3,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_37_length_10110_cov_75.918668
1b94d415-8632-4ad6-a2b7-5c6c9f07ca5a,qnrS1_1_AB187515:qnrS2_1_DQ485530,True,NODE_30_length_35998_cov_67.147880
1b94d415-8632-4ad6-a2b7-5c6c9f07ca5a,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_55_length_1971_cov_70.403379
3bcd3d92-9137-49d4-a8a5-5617fec92b4d,aph(3'')-Ib_5_AF321551,False,
3bcd3d92-9137-49d4-a8a5-5617fec92b4d,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_71_length_9569_cov_84.937737
3bcd3d92-9137-49d4-a8a5-5617fec92b4d,dfrA14_4_AF393510:dfrA14_5_DQ388123,True,NODE_71_length_9569_cov_84.937737
e9210537-efd8-4ba8-8449-c6947076b834,sul1_2_U12338:sul1_5_EU780013,True,NODE_70_length_6669_cov_105.366808
1a815893-81f3-4a26-85a8-2e027b12da73,aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:aadA5_1_AF137361,False,
20728cdb-7599-4c20-8aaa-9788572a8d82,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_30_length_29275_cov_53.579800
20728cdb-7599-4c20-8aaa-9788572a8d82,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_64_length_2473_cov_45.220785
afeebe10-5712-4406-ae68-880af081fa78,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False,
e7b5959e-aaa9-4cfa-816c-9da60bf23376,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_76_length_1762_cov_104.279500
e7b5959e-aaa9-4cfa-816c-9da60bf23376,aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA2_1_NC_010870:aadA2b_1_D43625,True,NODE_71_length_2586_cov_115.049821
e7b5959e-aaa9-4cfa-816c-9da60bf23376,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550,True,NODE_51_length_11823_cov_61.338158
08ddbd24-d813-476a-8016-3edab63b7f76,aph(3'')-Ib_5_AF321551,False,
08ddbd24-d813-476a-8016-3edab63b7f76,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_35_length_14737_cov_66.037995
08ddbd24-d813-476a-8016-3edab63b7f76,dfrA14_4_AF393510:dfrA14_5_DQ388123,True,NODE_35_length_14737_cov_66.037995
7665378a-e646-42ba-b66b-9540ffddb558,blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016,True,NODE_71_length_1466_cov_134.397408
65f781cf-c89f-44ab-97c7-e2cb4773bf4b,blaLEN17_1_EF205593:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,True,NODE_53_length_4332_cov_451.537015
65f781cf-c89f-44ab-97c7-e2cb4773bf4b,aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_45_length_7136_cov_43.417340
65f781cf-c89f-44ab-97c7-e2cb4773bf4b,sul1_2_U12338:sul1_5_EU780013,True,NODE_45_length_7136_cov_43.417340
785c62cd-da53-431f-9fe2-684b24ab2a20,sul1_2_U12338:sul1_5_EU780013,True,NODE_37_length_11079_cov_203.118232
2b761a1f-c1df-49f0-9c6c-51144c575262,blaLEN12_1_AJ635406:blaSHV-100_1_AM941846:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,True,NODE_52_length_4376_cov_39.154222
2b761a1f-c1df-49f0-9c6c-51144c575262,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_42_length_7137_cov_37.591360
2b761a1f-c1df-49f0-9c6c-51144c575262,sul1_2_U12338:sul1_5_EU780013,True,NODE_42_length_7137_cov_37.591360
ff7c9035-24ab-4dcf-a2ef-fa011f7e2304,sul1_2_U12338:sul1_5_EU780013,True,NODE_38_length_11233_cov_21.946307
8429e101-3cec-431a-a669-66166b5a88dc,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_75_length_2111_cov_49.970010
8429e101-3cec-431a-a669-66166b5a88dc,aph(6)-Id_4_CP000971:aph(6)-Id_1_M28829,True,NODE_56_length_4531_cov_43.458913
8429e101-3cec-431a-a669-66166b5a88dc,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,True,NODE_75_length_2111_cov_49.970010
