isolate,pattern,simulatable,contig
a9a2fa2b-bffb-441f-98e4-6df5ea95fc6e,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_56_length_13236_cov_75.148264
a9a2fa2b-bffb-441f-98e4-6df5ea95fc6e,sul1_2_U12338:sul1_5_EU780013,True,NODE_56_length_13236_cov_75.148264
a9a2fa2b-bffb-441f-98e4-6df5ea95fc6e,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_56_length_13236_cov_75.148264
eb3c717e-06da-4626-8cd8-b9c385d900ea,aadA5_1_AF137361,False,
d15064ce-5ff7-402d-b41f-9c8c039dac0d,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_81_length_4402_cov_92.532023
fb609a4b-fe21-4b17-ade4-3f22c23b5e96,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_12_length_146726_cov_31.214471
fb609a4b-fe21-4b17-ade4-3f22c23b5e96,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_74_length_5300_cov_59.945817
fb609a4b-fe21-4b17-ade4-3f22c23b5e96,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_12_length_146726_cov_31.214471
d3ee21a8-df8c-4466-856e-ac6ea5bff5fa,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_21_length_58085_cov_93.294459
d3ee21a8-df8c-4466-856e-ac6ea5bff5fa,sul1_2_U12338:sul1_5_EU780013,True,NODE_21_length_58085_cov_93.294459
d3ee21a8-df8c-4466-856e-ac6ea5bff5fa,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_21_length_58085_cov_93.294459
54e40c4c-5b3c-496b-8a4d-1b1d6950e79b,blaTEM-143_1_DQ075245:blaTEM-1B_1_AY458016:blaTEM-232_1_MH079593,True,NODE_21_length_64663_cov_41.675735
54e40c4c-5b3c-496b-8a4d-1b1d6950e79b,dfrA17_1_FJ460238,False,
f254fa3f-93d7-41e9-85c4-0d57e404f569,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340,True,NODE_17_length_111661_cov_112.435573
f254fa3f-93d7-41e9-85c4-0d57e404f569,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550,True,NODE_17_length_111661_cov_112.435573
24552e7b-a24c-4e78-9873-f828a11fc111,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_44_length_9291_cov_120.548622
24552e7b-a24c-4e78-9873-f828a11fc111,sul1_2_U12338:sul1_5_EU780013,True,NODE_44_length_9291_cov_120.548622
2f5d84d1-f1ba-42a5-9d80-8d273aa5e634,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_5_AF321551,True,NODE_48_length_24129_cov_125.087436
6720ec6f-98b8-4c7b-9a5d-a765cfd3028a,sul1_2_U12338:sul1_5_EU780013,True,NODE_104_length_3510_cov_26.911739
6720ec6f-98b8-4c7b-9a5d-a765cfd3028a,dfrA7_1_AB161450:dfrA7_5_AJ419170,True,NODE_104_length_3510_cov_26.911739
6fe17ed2-47ba-4013-9119-aaa0215a7816,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False,
6fe17ed2-47ba-4013-9119-aaa0215a7816,sul2_2_AY034138:sul2_9_FJ197818,True,NODE_74_length_8551_cov_49.307175
3bba80a2-7cf5-4e21-abd9-99b361bd9733,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_30_length_35820_cov_44.317573
92fa7248-b385-40e2-8c8f-ba2714793cd4,aph(3'')-Ib_5_AF321551,False,
92fa7248-b385-40e2-8c8f-ba2714793cd4,dfrA14_4_AF393510:dfrA14_5_DQ388123,True,NODE_42_length_13900_cov_125.946466
970e3b61-3817-4d63-80e0-b0e6f0394132,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_50_length_6811_cov_34.506683
970e3b61-3817-4d63-80e0-b0e6f0394132,sul1_2_U12338:sul1_5_EU780013,True,NODE_47_length_10119_cov_40.867457
e89cdb35-b6d3-4467-becb-ed8cc0b1dc2d,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_54_length_12510_cov_59.946915
e89cdb35-b6d3-4467-becb-ed8cc0b1dc2d,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_54_length_12510_cov_59.946915
e89cdb35-b6d3-4467-becb-ed8cc0b1dc2d,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_73_length_2361_cov_68.324869
3544ee8c-3c61-4f50-aabc-94e0ebf05c54,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_64_length_7153_cov_72.712125
ce40052f-a63f-48c9-a3ef-e2a369fb3552,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_50_length_4910_cov_53.154976
ce40052f-a63f-48c9-a3ef-e2a369fb3552,sul1_2_U12338:sul1_5_EU780013,True,NODE_50_length_4910_cov_53.154976
ce40052f-a63f-48c9-a3ef-e2a369fb3552,dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,True,NODE_50_length_4910_cov_53.154976
80ab435c-3e5c-4234-bb62-de59923844d6,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_56_length_5766_cov_64.485147
80ab435c-3e5c-4234-bb62-de59923844d6,sul1_2_U12338:sul1_5_EU780013,True,NODE_50_length_10120_cov_75.586876
198e2518-4a77-41b7-af98-b058e534c435,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_5_AF321551,True,NODE_51_length_5203_cov_42.125634
198e2518-4a77-41b7-af98-b058e534c435,sul1_2_U12338:sul1_5_EU780013,True,NODE_45_length_12151_cov_48.626139
f1da25ad-55de-4fc2-a9de-8d7e42c52f39,sul2_2_AY034138:sul2_9_FJ197818,True,NODE_56_length_2882_cov_112.597504
f1da25ad-55de-4fc2-a9de-8d7e42c52f39,dfrA14_4_AF393510:dfrA14_5_DQ388123:dfrA30_1_AM997279:dfrA5_1_X12868,False,
3b59e031-155f-49c6-9304-0b013537042c,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_3_length_243802_cov_48.343412
3b59e031-155f-49c6-9304-0b013537042c,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_3_length_243802_cov_48.343412
6389ff69-b454-4160-9290-9c7817a814c7,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550,True,NODE_27_length_40297_cov_137.922501
c50a013d-5ff2-48ca-8d49-c3fc77af8cbc,aph(3'')-Ib_5_AF321551,False,
c50a013d-5ff2-48ca-8d49-c3fc77af8cbc,dfrA14_4_AF393510:dfrA14_5_DQ388123,True,NODE_70_length_1204_cov_554.598048
00b40e1a-202f-4126-9add-6282d4a7cc53,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_39_length_34627_cov_73.170014
00b40e1a-202f-4126-9add-6282d4a7cc53,aph(3'')-Ib_4_AF313472:aph(3'')-Ib_2_AF024602,True,NODE_39_length_34627_cov_73.170014
00b40e1a-202f-4126-9add-6282d4a7cc53,dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,True,NODE_39_length_34627_cov_73.170014
89451582-9b16-4ff2-9099-8da3381106dd,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:ant(3'')-Ia_1_X02340,True,NODE_15_length_122390_cov_42.808426
89451582-9b16-4ff2-9099-8da3381106dd,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_15_length_122390_cov_42.808426
7de3dce5-8f27-4dd6-9741-940e7c1ac552,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA1_5_JX185132:aadA23_1_AJ809407:aadA24_1_AM711129:aadA8b_1_AY139603:ant(3'')-Ia_1_X02340,True,NODE_28_length_17827_cov_86.096620
7de3dce5-8f27-4dd6-9741-940e7c1ac552,sul1_2_U12338:sul1_5_EU780013,True,NODE_28_length_17827_cov_86.096620
7de3dce5-8f27-4dd6-9741-940e7c1ac552,dfrB1_1_U36276:dfrB6_1_DQ274503,True,NODE_28_length_17827_cov_86.096620
9f942c8a-a8eb-42b7-af6a-68bacec7e7d6,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_76_length_1894_cov_93.822234
28e280d0-0fe7-43c3-afc0-19aef34a55f1,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_31_length_48446_cov_116.473671
28e280d0-0fe7-43c3-afc0-19aef34a55f1,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_31_length_48446_cov_116.473671
21308d99-d08c-4f78-b815-948fb3824371,sul1_2_U12338:sul1_5_EU780013,True,NODE_42_length_11233_cov_75.762818
6919c147-328a-4a28-95cf-1e3596e91500,qnrB1_1_DQ351241:qnrB68_1_KC580657,True,NODE_37_length_7582_cov_74.658761
6919c147-328a-4a28-95cf-1e3596e91500,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_38_length_6880_cov_75.967955
eb4099e7-f774-4d6d-9867-0df72671cb2d,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_75_length_3277_cov_219.806563
eb4099e7-f774-4d6d-9867-0df72671cb2d,dfrA1_7_AJ400733:dfrA1_8_X00926,False,
3d136bca-4e5f-4214-a58c-c71620bb3f92,dfrA21_1_AY552589:dfrA22_2_KF525301:dfrA22_5_AJ968952,True,NODE_101_length_3587_cov_33.017094
ecd3c38d-14ec-4a32-8e1a-41f6efcb5ae6,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_37_length_33247_cov_74.985770
ecd3c38d-14ec-4a32-8e1a-41f6efcb5ae6,aph(3'')-Ib_5_AF321551,False,
ecd3c38d-14ec-4a32-8e1a-41f6efcb5ae6,sul2_2_AY034138:sul2_9_FJ197818,True,NODE_59_length_5789_cov_495.419468
ecd3c38d-14ec-4a32-8e1a-41f6efcb5ae6,dfrA14_4_AF393510:dfrA14_5_DQ388123,True,NODE_59_length_5789_cov_495.419468
eae58f2a-173c-4476-b6ec-6396b3fcfe8f,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_92_length_1762_cov_106.281675
eae58f2a-173c-4476-b6ec-6396b3fcfe8f,sul1_2_U12338:sul1_5_EU780013,True,NODE_73_length_6926_cov_144.316543
0fe9d25a-9762-455d-9e9e-c4f6ae74da97,sul1_2_U12338:sul1_5_EU780013,True,NODE_39_length_11488_cov_80.271492
e2c6a1a0-d5c9-4a61-8b5a-909951012ee6,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340,True,NODE_43_length_13156_cov_215.566863
48cea246-08bf-430c-a8dc-20568ddee6f9,aph(3'')-Ib_5_AF321551,False,
48cea246-08bf-430c-a8dc-20568ddee6f9,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False,
48cea246-08bf-430c-a8dc-20568ddee6f9,dfrA14_4_AF393510:dfrA14_5_DQ388123,True,NODE_22_length_92312_cov_99.688481
64fa5b77-3ae3-4f52-bdd2-bd2ec29bba26,sul1_2_U12338:sul1_5_EU780013,True,NODE_62_length_9030_cov_203.435385
91d64271-f87f-4c50-82f2-f1b748a16593,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_28_length_19928_cov_77.938492
91d64271-f87f-4c50-82f2-f1b748a16593,sul1_2_U12338:sul1_5_EU780013,True,NODE_28_length_19928_cov_77.938492
e0b33a19-48e4-464f-bff3-490e09d7066d,sul1_2_U12338:sul1_5_EU780013,True,NODE_55_length_10704_cov_71.552084
917985f3-4164-452d-b7c5-82f023755fa1,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340,True,NODE_54_length_10660_cov_68.949164
337fca7b-e5f4-4ee8-bd3f-5b27cfd99042,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_16_length_114884_cov_31.060519
337fca7b-e5f4-4ee8-bd3f-5b27cfd99042,aph(6)-Id_4_CP000971:aph(6)-Id_1_M28829,True,NODE_67_length_2826_cov_98.460531
337fca7b-e5f4-4ee8-bd3f-5b27cfd99042,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_16_length_114884_cov_31.060519
687ac83d-7598-4553-bfa8-062a1e30bb07,blaLEN12_1_AJ635406:blaSHV-100_1_AM941846:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,True,NODE_30_length_24404_cov_202.266288
687ac83d-7598-4553-bfa8-062a1e30bb07,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_30_length_24404_cov_202.266288
687ac83d-7598-4553-bfa8-062a1e30bb07,sul1_2_U12338:sul1_5_EU780013,True,NODE_30_length_24404_cov_202.266288
e61e754b-d470-44a5-8e2a-07bccafb4781,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550,True,NODE_31_length_52833_cov_41.335526
de12c63a-6fdc-4915-8aeb-bb37b4e89d54,blaCMY-138_1_KT997883:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-78_1_JQ733575,True,NODE_23_length_76228_cov_101.252078
de12c63a-6fdc-4915-8aeb-bb37b4e89d54,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_85_length_6811_cov_50.738046
de12c63a-6fdc-4915-8aeb-bb37b4e89d54,sul1_2_U12338:sul1_5_EU780013,True,NODE_78_length_10116_cov_51.315868
18741912-9c17-43df-ba96-cdc8a31e55b0,blaTEM-1A_1_HM749966:blaTEM-57_1_FJ405211,True,NODE_55_length_15194_cov_71.360455
18741912-9c17-43df-ba96-cdc8a31e55b0,sul1_2_U12338:sul1_5_EU780013,True,NODE_61_length_11179_cov_57.093226
051a523a-0619-4668-ab82-3037adb23ad0,aac(3)-IIa_1_X51534:aac(3)-IIe_1_EU022315,True,NODE_62_length_2749_cov_30.468563
051a523a-0619-4668-ab82-3037adb23ad0,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_59_length_3257_cov_32.324214
051a523a-0619-4668-ab82-3037adb23ad0,sul1_2_U12338:sul1_5_EU780013,True,NODE_43_length_9919_cov_30.148141
051a523a-0619-4668-ab82-3037adb23ad0,sul2_2_AY034138:sul2_9_FJ197818,True,NODE_59_length_3257_cov_32.324214
3256b551-612f-4c68-a52b-252306a4232f,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_80_length_9318_cov_32.475057
3256b551-612f-4c68-a52b-252306a4232f,aph(3')-Ia_1_V00359:aph(3')-Ia_7_X62115,True,NODE_102_length_5010_cov_41.968579
3256b551-612f-4c68-a52b-252306a4232f,sul1_2_U12338:sul1_5_EU780013,True,NODE_80_length_9318_cov_32.475057
3256b551-612f-4c68-a52b-252306a4232f,dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_80_length_9318_cov_32.475057
58af8ebb-e11a-40e1-a251-9c5708e7c4ed,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_23_length_87914_cov_90.126200
58af8ebb-e11a-40e1-a251-9c5708e7c4ed,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False,
58af8ebb-e11a-40e1-a251-9c5708e7c4ed,sul1_2_U12338:sul1_5_EU780013,True,NODE_23_length_87914_cov_90.126200
58af8ebb-e11a-40e1-a251-9c5708e7c4ed,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_23_length_87914_cov_90.126200
aeb98488-05e3-451f-b29c-b308a853c628,aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_31_length_57543_cov_95.342359
6a79e9e5-7ed8-4e89-bc62-62eac1269c27,aadA11_2_AJ567827:aadA13_2_NC010643:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_59_length_7153_cov_88.203787
53d4ecec-6df5-48ef-9d1e-027a0561f97c,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_31_length_10676_cov_105.467591
53d4ecec-6df5-48ef-9d1e-027a0561f97c,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_30_length_12337_cov_109.857667
48633311-59d8-49bd-aad9-7bf0786fe076,sul1_2_U12338:sul1_5_EU780013,True,NODE_36_length_11079_cov_124.081391
778e6cc9-2f79-4712-bbdd-e0fa9fda8ad7,aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_4_JQ480156:ant(3'')-Ia_1_X02340,True,NODE_37_length_52573_cov_30.160793
778e6cc9-2f79-4712-bbdd-e0fa9fda8ad7,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_37_length_52573_cov_30.160793
5e63a6d4-2ba6-4778-91e4-64a1c427d9df,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,False,
5e63a6d4-2ba6-4778-91e4-64a1c427d9df,sul1_2_U12338:sul1_5_EU780013,True,NODE_51_length_6498_cov_122.579660
5e63a6d4-2ba6-4778-91e4-64a1c427d9df,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_103_length_742_cov_107.478195
05b941bc-f495-4100-88ec-b1ba11c2a4d8,aadA11_2_AJ567827:aadA12_1_AY665771:aadA21_1_AY171244:aadA2_1_NC_010870:aadA2b_1_D43625:aadA5_1_AF137361,False,
18f1e164-8efa-4a53-80d3-933330317637,sul1_2_U12338:sul1_5_EU780013,True,NODE_65_length_6683_cov_109.696185
c9ed3c57-9f06-4f39-a28b-b7beee031279,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_4_AF313472:aph(3'')-Ib_5_AF321551,True,NODE_19_length_93644_cov_815.017763
94f6bc98-629f-4681-b752-48fa0578a0c8,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_82_length_6143_cov_61.834158
e90a4d62-a381-4365-8243-c4b3b2b5bdf2,qnrB2_1_DQ351242:qnrB70_1_KC580659,True,NODE_24_length_49593_cov_143.064767
e90a4d62-a381-4365-8243-c4b3b2b5bdf2,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_42_length_4825_cov_101.058762
e90a4d62-a381-4365-8243-c4b3b2b5bdf2,sul1_2_U12338:sul1_5_EU780013,True,NODE_24_length_49593_cov_143.064767
5885fd12-6f0a-4c5f-88c9-9db891bd3b67,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_4_length_298008_cov_50.127251
5885fd12-6f0a-4c5f-88c9-9db891bd3b67,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_4_length_298008_cov_50.127251
e570bcf9-b3fc-43b1-98f8-df6f780cd9ee,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_34_length_47263_cov_73.120820
e570bcf9-b3fc-43b1-98f8-df6f780cd9ee,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_34_length_47263_cov_73.120820
e68058bd-069b-483b-98f8-bcf3f60860c5,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340,True,NODE_47_length_10515_cov_83.558632
939eec6d-b31b-405a-8c10-b9a818f842fa,dfrA21_1_AY552589:dfrA22_2_KF525301:dfrA22_5_AJ968952,True,NODE_78_length_3673_cov_177.917964
0b7d4664-0e5d-4cc6-a604-75ea6445869b,blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333:blaTEM-1B_1_AY458016,True,NODE_28_length_67450_cov_94.421593
0b7d4664-0e5d-4cc6-a604-75ea6445869b,qnrS1_1_AB187515:qnrS2_1_DQ485530,True,NODE_28_length_67450_cov_94.421593
0b7d4664-0e5d-4cc6-a604-75ea6445869b,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_60_length_8619_cov_97.970148
85e18e49-c980-43ab-b2cc-220f339a8b09,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_42_length_35645_cov_80.161437
5094d453-76fd-4c9e-bca0-ea8bf252e7b7,aac(3)-IV_1_DQ241380:aac(3)-IVa_1_X01385,True,NODE_24_length_57589_cov_42.881625
5094d453-76fd-4c9e-bca0-ea8bf252e7b7,aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA2_1_NC_010870:aadA2_2_JQ364967,True,NODE_54_length_5279_cov_48.734910
5094d453-76fd-4c9e-bca0-ea8bf252e7b7,sul1_2_U12338:sul1_5_EU780013,True,NODE_54_length_5279_cov_48.734910
0c8eaf38-dbaf-4088-8845-8a45a1b98a92,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_43_length_35645_cov_68.377727
9533b243-6759-47bf-89f8-3e86e449831c,sul1_2_U12338:sul1_5_EU780013,True,NODE_48_length_10118_cov_68.528533
7e2bf125-d61c-46c6-9f1d-1934eeeebbfe,aac(3)-IV_1_DQ241380:aac(3)-IVa_1_X01385,True,NODE_25_length_57588_cov_37.681870
7e2bf125-d61c-46c6-9f1d-1934eeeebbfe,aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA2_1_NC_010870:aadA2_2_JQ364967,True,NODE_55_length_5279_cov_35.047097
7e2bf125-d61c-46c6-9f1d-1934eeeebbfe,sul1_2_U12338:sul1_5_EU780013,True,NODE_55_length_5279_cov_35.047097
5955c9f3-c3c9-413f-ba79-7c6a60e1fef3,qnrB19_1_EU432277:qnrB49_1_JQ582718:qnrB5_1_DQ303919,False,
1753ee48-e1e7-46c5-b692-0a947f0ceb00,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_19_length_92006_cov_116.765471
1753ee48-e1e7-46c5-b692-0a947f0ceb00,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550,True,NODE_32_length_40533_cov_78.668727
63f1ce13-177c-4fd8-b3a5-338810b710aa,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_50_length_6811_cov_44.968815
63f1ce13-177c-4fd8-b3a5-338810b710aa,sul1_2_U12338:sul1_5_EU780013,True,NODE_47_length_10119_cov_46.296953
b81ef6a9-e8d2-41d8-9174-7fda45a5fbe5,aph(3'')-Ib_5_AF321551,False,
b81ef6a9-e8d2-41d8-9174-7fda45a5fbe5,dfrA14_4_AF393510:dfrA14_5_DQ388123,True,NODE_70_length_6845_cov_312.675827
87b687b1-4e77-4479-bb48-febbed606b51,blaLEN12_1_AJ635406:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-153_1_JX121120:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,True,NODE_30_length_24927_cov_94.714849
87b687b1-4e77-4479-bb48-febbed606b51,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_30_length_24927_cov_94.714849
87b687b1-4e77-4479-bb48-febbed606b51,sul1_2_U12338:sul1_5_EU780013,True,NODE_30_length_24927_cov_94.714849
025eb405-5115-408a-bb82-109a8677e3f0,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_63_length_7294_cov_59.835527
7bf6bc3a-7b84-47c9-8b34-791dce82736d,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_60_length_10118_cov_77.437077
80ecee90-8ca5-4d3e-827b-eb108f318719,dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,True,NODE_41_length_39780_cov_75.917412
7a3f2447-f1e1-419b-8d6a-948ee74d0951,sul1_2_U12338:sul1_5_EU780013,True,NODE_46_length_10217_cov_43.486391
2ab960b1-c383-48bc-8dc5-53b057bf6e37,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_71_length_6534_cov_87.468174
64bff16e-e269-44a5-b318-94f724d548bc,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False,
6784c840-d976-451a-bee6-e62f5d217f68,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_24_length_48943_cov_40.405599
6784c840-d976-451a-bee6-e62f5d217f68,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_24_length_48943_cov_40.405599
29332f7b-8ec3-4b70-8825-11faa68ec1db,dfrA14_1_KF921535,False,
e3b89ad5-fd2d-4181-913a-cbab6eb46690,sul2_2_AY034138:sul2_9_FJ197818,True,NODE_62_length_7860_cov_35.099833
e3b89ad5-fd2d-4181-913a-cbab6eb46690,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_96_length_1894_cov_38.222345
