isolate,pattern,agreement
1476921a-ea8e-43cd-860e-95162df00594,sul1_2_U12338:sul1_5_EU780013,False
1476921a-ea8e-43cd-860e-95162df00594,dfrA17_1_FJ460238,True
9f19bdfc-b89a-4391-b392-75cad835cc06,blaTEM-1B_1_AY458016,True
9f19bdfc-b89a-4391-b392-75cad835cc06,aadA5_1_AF137361,True
9f19bdfc-b89a-4391-b392-75cad835cc06,aph(3'')-Ib_5_AF321551,True
9f19bdfc-b89a-4391-b392-75cad835cc06,aph(6)-Id_1_M28829,True
9f19bdfc-b89a-4391-b392-75cad835cc06,sul1_2_U12338:sul1_5_EU780013,False
9f19bdfc-b89a-4391-b392-75cad835cc06,sul2_3_HQ840942,True
9f19bdfc-b89a-4391-b392-75cad835cc06,dfrA17_1_FJ460238,True
b509f19a-8b24-4149-96f8-fa161db98972,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550,False
b509f19a-8b24-4149-96f8-fa161db98972,aph(6)-Id_1_M28829,True
b509f19a-8b24-4149-96f8-fa161db98972,sul2_2_AY034138,True
d81c3543-09b3-4722-b326-66093e7a199c,blaNDM-5_1_JN104597,True
d81c3543-09b3-4722-b326-66093e7a199c,blaTEM-1B_1_AY458016,True
d81c3543-09b3-4722-b326-66093e7a199c,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
d81c3543-09b3-4722-b326-66093e7a199c,aph(3'')-Ib_5_AF321551,True
d81c3543-09b3-4722-b326-66093e7a199c,aph(6)-Id_1_M28829,True
d81c3543-09b3-4722-b326-66093e7a199c,sul2_10_AM183225:sul2_3_HQ840942,False
d81c3543-09b3-4722-b326-66093e7a199c,dfrA1_7_AJ400733:dfrA1_8_X00926,False
cc122d92-bfcf-4038-aa05-2a05b4d00d9c,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
cc122d92-bfcf-4038-aa05-2a05b4d00d9c,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_5_AF321551,False
cc122d92-bfcf-4038-aa05-2a05b4d00d9c,aph(6)-Id_1_M28829,True
cc122d92-bfcf-4038-aa05-2a05b4d00d9c,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,False
479b24e4-e663-4b48-8806-32ab4a0d6787,blaTEM-1B_1_AY458016,True
e340e655-1fde-4fba-901f-0d6a5b6342bc,blaCTX-M-15_1_AY044436,True
e340e655-1fde-4fba-901f-0d6a5b6342bc,blaTEM-1B_1_AY458016,True
e340e655-1fde-4fba-901f-0d6a5b6342bc,aadA5_1_AF137361,True
e340e655-1fde-4fba-901f-0d6a5b6342bc,aph(3'')-Ib_5_AF321551,True
e340e655-1fde-4fba-901f-0d6a5b6342bc,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False
e340e655-1fde-4fba-901f-0d6a5b6342bc,sul1_2_U12338:sul1_5_EU780013,False
e340e655-1fde-4fba-901f-0d6a5b6342bc,sul2_2_AY034138,True
e340e655-1fde-4fba-901f-0d6a5b6342bc,dfrA17_1_FJ460238,True
e66fa78f-9edb-4eb6-8a68-d9f28d20f01b,blaTEM-30_1_AJ437107,True
e66fa78f-9edb-4eb6-8a68-d9f28d20f01b,aac(3)-IId_1_EU022314,True
e66fa78f-9edb-4eb6-8a68-d9f28d20f01b,dfrA17_1_FJ460238,True
b40c3cc8-4664-4937-aa72-ae8ec19edbf9,blaCTX-M-15_1_AY044436,True
b40c3cc8-4664-4937-aa72-ae8ec19edbf9,blaOXA-1_1_HQ170510,True
b40c3cc8-4664-4937-aa72-ae8ec19edbf9,blaTEM-1B_1_AY458016,True
b40c3cc8-4664-4937-aa72-ae8ec19edbf9,aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461,False
b40c3cc8-4664-4937-aa72-ae8ec19edbf9,aadA5_1_AF137361,True
b40c3cc8-4664-4937-aa72-ae8ec19edbf9,aph(3'')-Ib_5_AF321551,True
b40c3cc8-4664-4937-aa72-ae8ec19edbf9,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False
b40c3cc8-4664-4937-aa72-ae8ec19edbf9,sul1_2_U12338:sul1_5_EU780013,False
b40c3cc8-4664-4937-aa72-ae8ec19edbf9,sul2_2_AY034138,True
b40c3cc8-4664-4937-aa72-ae8ec19edbf9,dfrA17_1_FJ460238,True
c23c4453-e757-4493-907b-063611aa6bfa,blaTEM-1B_1_AY458016,True
c23c4453-e757-4493-907b-063611aa6bfa,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
c23c4453-e757-4493-907b-063611aa6bfa,aph(3'')-Ib_5_AF321551,True
c23c4453-e757-4493-907b-063611aa6bfa,aph(6)-Id_1_M28829,True
c23c4453-e757-4493-907b-063611aa6bfa,sul1_2_U12338:sul1_5_EU780013,False
c23c4453-e757-4493-907b-063611aa6bfa,sul2_3_HQ840942,True
c23c4453-e757-4493-907b-063611aa6bfa,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,False
b4ef4965-de9a-4292-b22a-5aa00c35b0f8,blaTEM-1B_1_AY458016,True
b4ef4965-de9a-4292-b22a-5aa00c35b0f8,qnrS1_1_AB187515:qnrS6_1_HQ631376,False
b4ef4965-de9a-4292-b22a-5aa00c35b0f8,aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_5_JX185132:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,False
b4ef4965-de9a-4292-b22a-5aa00c35b0f8,aph(3'')-Ib_5_AF321551,True
b4ef4965-de9a-4292-b22a-5aa00c35b0f8,aph(6)-Id_1_M28829,True
b4ef4965-de9a-4292-b22a-5aa00c35b0f8,sul1_2_U12338:sul1_5_EU780013,False
b4ef4965-de9a-4292-b22a-5aa00c35b0f8,sul2_3_HQ840942,True
b4ef4965-de9a-4292-b22a-5aa00c35b0f8,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,False
024d720b-7bf8-4524-bdd6-e9033cb3e91e,blaTEM-1B_1_AY458016,True
024d720b-7bf8-4524-bdd6-e9033cb3e91e,aadA5_1_AF137361,True
024d720b-7bf8-4524-bdd6-e9033cb3e91e,aph(3'')-Ib_5_AF321551,True
024d720b-7bf8-4524-bdd6-e9033cb3e91e,aph(6)-Id_1_M28829,True
024d720b-7bf8-4524-bdd6-e9033cb3e91e,sul1_2_U12338:sul1_5_EU780013,False
024d720b-7bf8-4524-bdd6-e9033cb3e91e,sul2_3_HQ840942,True
024d720b-7bf8-4524-bdd6-e9033cb3e91e,dfrA17_1_FJ460238,True
2a9329ca-671f-4e69-b4bc-93b9499f422c,blaTEM-1B_1_AY458016,True
2a9329ca-671f-4e69-b4bc-93b9499f422c,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,False
2a9329ca-671f-4e69-b4bc-93b9499f422c,sul3_2_AJ459418,True
2a9329ca-671f-4e69-b4bc-93b9499f422c,dfrA12_8_AM040708,True
c24b72c0-0f14-453d-86a2-d99ab98716e9,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
c24b72c0-0f14-453d-86a2-d99ab98716e9,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_4_AF313472,False
c24b72c0-0f14-453d-86a2-d99ab98716e9,aph(6)-Id_1_M28829,True
c24b72c0-0f14-453d-86a2-d99ab98716e9,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,False
1cf9edc6-0b34-4dc2-bd0a-bce613848420,dfrA30_1_AM997279:dfrA5_1_X12868,False
bd749bd0-785b-4e15-84b3-caa61aa61d29,blaTEM-1C_1_FJ560503,True
bd749bd0-785b-4e15-84b3-caa61aa61d29,aph(3'')-Ib_5_AF321551,True
bd749bd0-785b-4e15-84b3-caa61aa61d29,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False
bd749bd0-785b-4e15-84b3-caa61aa61d29,sul2_2_AY034138,True
8ad3dbb8-3751-45aa-9c03-8ad9822172fb,blaTEM-1B_1_AY458016,True
8ad3dbb8-3751-45aa-9c03-8ad9822172fb,aadA5_1_AF137361,True
8ad3dbb8-3751-45aa-9c03-8ad9822172fb,aph(3'')-Ib_5_AF321551,True
8ad3dbb8-3751-45aa-9c03-8ad9822172fb,aph(6)-Id_1_M28829,True
8ad3dbb8-3751-45aa-9c03-8ad9822172fb,sul1_2_U12338:sul1_5_EU780013,False
8ad3dbb8-3751-45aa-9c03-8ad9822172fb,sul2_3_HQ840942,True
8ad3dbb8-3751-45aa-9c03-8ad9822172fb,dfrA17_1_FJ460238,True
6b7b26d1-3bb6-482e-afec-d811b865bd5f,blaTEM-1C_1_FJ560503,True
48de4a5f-e254-4099-a176-b5547dfd15f1,blaTEM-1B_1_AY458016,True
48de4a5f-e254-4099-a176-b5547dfd15f1,aac(3)-IV_1_DQ241380:aac(3)-IVa_1_X01385,False
48de4a5f-e254-4099-a176-b5547dfd15f1,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,False
48de4a5f-e254-4099-a176-b5547dfd15f1,aph(4)-Ia_1_V01499,True
48de4a5f-e254-4099-a176-b5547dfd15f1,sul3_2_AJ459418,True
48de4a5f-e254-4099-a176-b5547dfd15f1,dfrA12_8_AM040708,True
932d67a9-fa3f-4f5d-ae00-623e4975ad5a,blaTEM-1C_1_FJ560503,True
932d67a9-fa3f-4f5d-ae00-623e4975ad5a,aadA5_1_AF137361,True
932d67a9-fa3f-4f5d-ae00-623e4975ad5a,aph(3'')-Ib_5_AF321551,True
932d67a9-fa3f-4f5d-ae00-623e4975ad5a,aph(6)-Id_1_M28829,True
932d67a9-fa3f-4f5d-ae00-623e4975ad5a,sul1_2_U12338:sul1_5_EU780013,False
932d67a9-fa3f-4f5d-ae00-623e4975ad5a,sul2_2_AY034138:sul2_9_FJ197818,False
932d67a9-fa3f-4f5d-ae00-623e4975ad5a,dfrA17_1_FJ460238,True
fc066554-2f5b-49b2-8c8f-c0b53ff55385,blaTEM-1B_1_AY458016,True
fc066554-2f5b-49b2-8c8f-c0b53ff55385,aph(3'')-Ib_5_AF321551,True
fc066554-2f5b-49b2-8c8f-c0b53ff55385,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False
fc066554-2f5b-49b2-8c8f-c0b53ff55385,sul2_2_AY034138,True
fc066554-2f5b-49b2-8c8f-c0b53ff55385,dfrA14_1_KF921535:dfrA14_5_DQ388123,False
ba92bb18-956d-48d8-a0c8-7786cbdcae54,blaTEM-1B_1_AY458016,True
ba92bb18-956d-48d8-a0c8-7786cbdcae54,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
ba92bb18-956d-48d8-a0c8-7786cbdcae54,aph(3'')-Ib_5_AF321551,True
ba92bb18-956d-48d8-a0c8-7786cbdcae54,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False
ba92bb18-956d-48d8-a0c8-7786cbdcae54,sul1_2_U12338:sul1_5_EU780013,False
ba92bb18-956d-48d8-a0c8-7786cbdcae54,sul2_3_HQ840942,True
ba92bb18-956d-48d8-a0c8-7786cbdcae54,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,False
b2e6ba09-aa02-45b9-bdda-484ff4779e53,blaTEM-1B_1_AY458016,True
b2e6ba09-aa02-45b9-bdda-484ff4779e53,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_5_AF321551,False
b2e6ba09-aa02-45b9-bdda-484ff4779e53,aph(3')-Ia_1_V00359:aph(3')-Ia_3_EF015636,False
b2e6ba09-aa02-45b9-bdda-484ff4779e53,aph(6)-Id_1_M28829,True
b2e6ba09-aa02-45b9-bdda-484ff4779e53,sul2_2_AY034138:sul2_3_HQ840942,False
318c0c12-0431-4bc8-b849-cf9ff688b433,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,False
318c0c12-0431-4bc8-b849-cf9ff688b433,sul3_2_AJ459418,True
318c0c12-0431-4bc8-b849-cf9ff688b433,dfrA12_8_AM040708,True
542661e0-0df0-4a9e-b6e4-5ee40d3488cc,blaTEM-1B_1_AY458016,True
542661e0-0df0-4a9e-b6e4-5ee40d3488cc,aph(3'')-Ib_5_AF321551,True
542661e0-0df0-4a9e-b6e4-5ee40d3488cc,aph(6)-Id_1_M28829,True
542661e0-0df0-4a9e-b6e4-5ee40d3488cc,sul2_3_HQ840942,True
542661e0-0df0-4a9e-b6e4-5ee40d3488cc,dfrA30_1_AM997279:dfrA5_1_X12868,False
6d4a4467-6a5a-4e9e-9f86-8b000d62fd1c,blaTEM-1B_1_AY458016,True
e6632d04-ab8a-4f6a-8053-ebef1bbc98e8,blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333:blaTEM-1B_1_AY458016,False
e6632d04-ab8a-4f6a-8053-ebef1bbc98e8,qnrS1_1_AB187515:qnrS2_1_DQ485530,False
e6632d04-ab8a-4f6a-8053-ebef1bbc98e8,dfrA15_2_AF221900,True
d2a88368-592b-40c1-ad95-7b901358d55a,blaTEM-1B_1_AY458016,True
d2a88368-592b-40c1-ad95-7b901358d55a,aadA5_1_AF137361,True
d2a88368-592b-40c1-ad95-7b901358d55a,sul1_2_U12338:sul1_5_EU780013,False
d2a88368-592b-40c1-ad95-7b901358d55a,dfrA17_1_FJ460238,True
aae159a3-0dc4-4db6-b378-ad02a96bd446,blaTEM-1B_1_AY458016,True
aae159a3-0dc4-4db6-b378-ad02a96bd446,aadA5_1_AF137361,True
aae159a3-0dc4-4db6-b378-ad02a96bd446,sul1_2_U12338:sul1_5_EU780013,False
aae159a3-0dc4-4db6-b378-ad02a96bd446,dfrA17_1_FJ460238,True
57bb7ef8-7603-49c4-97e1-8224b6e757a4,blaCMY-114_1_KM087846:blaCMY-42_1_HM146927:blaDHA-1_1_Y16410,False
57bb7ef8-7603-49c4-97e1-8224b6e757a4,blaNDM-1_1_FN396876,True
57bb7ef8-7603-49c4-97e1-8224b6e757a4,blaOXA-1_1_HQ170510,True
57bb7ef8-7603-49c4-97e1-8224b6e757a4,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA1_5_JX185132:aadA24_1_AM711129:aadA5_1_AF137361:ant(3'')-Ia_1_X02340,False
57bb7ef8-7603-49c4-97e1-8224b6e757a4,armA_1_AY220558,True
57bb7ef8-7603-49c4-97e1-8224b6e757a4,sul1_2_U12338:sul1_5_EU780013,False
57bb7ef8-7603-49c4-97e1-8224b6e757a4,dfrA17_1_FJ460238,True
6cb38a69-1245-4a44-b97a-2994ce7a7dbd,blaTEM-1C_1_FJ560503,True
6cb38a69-1245-4a44-b97a-2994ce7a7dbd,aph(3'')-Ib_5_AF321551,True
6cb38a69-1245-4a44-b97a-2994ce7a7dbd,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False
6cb38a69-1245-4a44-b97a-2994ce7a7dbd,sul2_2_AY034138,True
e4508d20-28fe-4234-b0ef-f3a580763da3,blaCTX-M-14b_1_DQ359215,True
e4508d20-28fe-4234-b0ef-f3a580763da3,blaOXA-244_1_KP659189,True
e4508d20-28fe-4234-b0ef-f3a580763da3,blaTEM-1B_1_AY458016,True
e4508d20-28fe-4234-b0ef-f3a580763da3,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
e4508d20-28fe-4234-b0ef-f3a580763da3,dfrA1_7_AJ400733:dfrA1_8_X00926,False
fa9eeccf-f9ea-4b16-bb5f-02a69d032f19,blaTEM-1B_1_AY458016,True
fa9eeccf-f9ea-4b16-bb5f-02a69d032f19,aph(3'')-Ib_5_AF321551,True
fa9eeccf-f9ea-4b16-bb5f-02a69d032f19,aph(6)-Id_1_M28829,True
fa9eeccf-f9ea-4b16-bb5f-02a69d032f19,sul2_3_HQ840942,True
fa9eeccf-f9ea-4b16-bb5f-02a69d032f19,dfrA30_1_AM997279:dfrA5_1_X12868,False
8491a601-05da-4951-a732-078ce221ce71,blaTEM-1B_1_AY458016,True
8491a601-05da-4951-a732-078ce221ce71,aac(3)-IId_1_EU022314,True
8491a601-05da-4951-a732-078ce221ce71,aadA5_1_AF137361,True
8491a601-05da-4951-a732-078ce221ce71,aph(3'')-Ib_5_AF321551,True
8491a601-05da-4951-a732-078ce221ce71,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False
8491a601-05da-4951-a732-078ce221ce71,sul1_2_U12338:sul1_5_EU780013,False
8491a601-05da-4951-a732-078ce221ce71,sul2_2_AY034138,True
8491a601-05da-4951-a732-078ce221ce71,dfrA17_1_FJ460238,True
db47718d-e660-494b-9d77-6f0d0f3fc82f,blaTEM-1B_1_AY458016,True
f4baeb5f-5bd0-4c4a-97fc-6d8ca3c64471,blaTEM-1B_1_AY458016,True
f4baeb5f-5bd0-4c4a-97fc-6d8ca3c64471,aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
f4baeb5f-5bd0-4c4a-97fc-6d8ca3c64471,sul1_2_U12338:sul1_5_EU780013,False
a5e491dd-deec-424c-9baf-d86dcdab4d72,blaCMY-4_1_LNHZ01000079:blaCMY-81_1_JQ733578,False
a5e491dd-deec-424c-9baf-d86dcdab4d72,blaCTX-M-15_1_AY044436,True
a5e491dd-deec-424c-9baf-d86dcdab4d72,blaNDM-1_1_FN396876,True
a5e491dd-deec-424c-9baf-d86dcdab4d72,blaOXA-1_1_HQ170510,True
a5e491dd-deec-424c-9baf-d86dcdab4d72,aac(6')-Ib-cr_1_DQ303918,True
a5e491dd-deec-424c-9baf-d86dcdab4d72,aac(3)-IIa_1_X51534,True
a5e491dd-deec-424c-9baf-d86dcdab4d72,aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA5_1_AF137361,False
a5e491dd-deec-424c-9baf-d86dcdab4d72,aph(3'')-Ib_5_AF321551,True
a5e491dd-deec-424c-9baf-d86dcdab4d72,aph(3')-VI_1_KC170992,True
a5e491dd-deec-424c-9baf-d86dcdab4d72,aph(6)-Id_1_M28829,True
a5e491dd-deec-424c-9baf-d86dcdab4d72,armA_1_AY220558,True
a5e491dd-deec-424c-9baf-d86dcdab4d72,sul1_2_U12338:sul1_5_EU780013,False
a5e491dd-deec-424c-9baf-d86dcdab4d72,sul2_2_AY034138,True
a5e491dd-deec-424c-9baf-d86dcdab4d72,dfrA12_8_AM040708,True
a5e491dd-deec-424c-9baf-d86dcdab4d72,dfrA17_1_FJ460238,True
3eeb8fe3-c47e-4196-a168-017273763f19,blaTEM-1B_1_AY458016,True
3eeb8fe3-c47e-4196-a168-017273763f19,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,False
3eeb8fe3-c47e-4196-a168-017273763f19,sul3_2_AJ459418,True
3eeb8fe3-c47e-4196-a168-017273763f19,dfrA12_8_AM040708,True
e4247fff-cd14-433d-81fa-0b04cdd6b518,blaTEM-1B_1_AY458016,True
e4247fff-cd14-433d-81fa-0b04cdd6b518,aac(3)-IId_1_EU022314,True
8c06ac0e-eb4b-4add-bb69-0432022a6bfd,blaTEM-1B_1_AY458016,True
8c06ac0e-eb4b-4add-bb69-0432022a6bfd,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
8c06ac0e-eb4b-4add-bb69-0432022a6bfd,dfrA1_7_AJ400733:dfrA1_8_X00926,False
bab86340-145c-4f51-854d-5b12598019b8,blaTEM-1B_1_AY458016,True
bab86340-145c-4f51-854d-5b12598019b8,aph(3'')-Ib_5_AF321551,True
bab86340-145c-4f51-854d-5b12598019b8,aph(6)-Id_1_M28829,True
bab86340-145c-4f51-854d-5b12598019b8,sul1_2_U12338:sul1_39_AY522923:sul1_5_EU780013,False
bab86340-145c-4f51-854d-5b12598019b8,sul2_3_HQ840942,True
bab86340-145c-4f51-854d-5b12598019b8,dfrA7_1_AB161450:dfrA7_5_AJ419170,False
b83d7d0e-6123-43af-a74f-cb87e00123ed,blaTEM-1A_1_HM749966,True
b83d7d0e-6123-43af-a74f-cb87e00123ed,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
b83d7d0e-6123-43af-a74f-cb87e00123ed,sul1_2_U12338:sul1_5_EU780013,False
c4fba97b-b24d-4ef9-8176-ad817085a5e0,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,False
c4fba97b-b24d-4ef9-8176-ad817085a5e0,sul3_2_AJ459418,True
c4fba97b-b24d-4ef9-8176-ad817085a5e0,dfrA12_8_AM040708,True
1c039313-9d19-47fb-9c50-a4b690b82a1c,blaOXA-1_1_HQ170510,True
1c039313-9d19-47fb-9c50-a4b690b82a1c,aac(6')-Ib-cr_1_DQ303918,True
1c039313-9d19-47fb-9c50-a4b690b82a1c,aadA5_1_AF137361,True
1c039313-9d19-47fb-9c50-a4b690b82a1c,sul1_2_U12338:sul1_5_EU780013,False
1c039313-9d19-47fb-9c50-a4b690b82a1c,dfrA17_1_FJ460238,True
cf09b6fc-6485-42bf-bcfb-984ef626164b,blaTEM-1A_1_HM749966,True
cf09b6fc-6485-42bf-bcfb-984ef626164b,aph(3'')-Ib_5_AF321551,True
cf09b6fc-6485-42bf-bcfb-984ef626164b,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False
cf09b6fc-6485-42bf-bcfb-984ef626164b,sul2_2_AY034138,True
6bd75e35-9437-4ba2-bad6-9b8c9a4822ba,blaTEM-1B_1_AY458016,True
6bd75e35-9437-4ba2-bad6-9b8c9a4822ba,aph(3'')-Ib_5_AF321551,True
6bd75e35-9437-4ba2-bad6-9b8c9a4822ba,aph(6)-Id_1_M28829,True
6bd75e35-9437-4ba2-bad6-9b8c9a4822ba,sul2_3_HQ840942,True
6bd75e35-9437-4ba2-bad6-9b8c9a4822ba,dfrA30_1_AM997279:dfrA5_1_X12868,False
cb9a2550-b2e9-434b-a56a-a13f4bee35a3,blaTEM-1B_1_AY458016,True
cb9a2550-b2e9-434b-a56a-a13f4bee35a3,aph(3'')-Ib_5_AF321551,True
cb9a2550-b2e9-434b-a56a-a13f4bee35a3,aph(6)-Id_1_M28829,True
cb9a2550-b2e9-434b-a56a-a13f4bee35a3,sul2_3_HQ840942,True
e3913471-81f8-4169-b075-d65c8213e335,aph(3'')-Ib_5_AF321551,False
e3913471-81f8-4169-b075-d65c8213e335,aph(6)-Id_1_M28829,True
e3913471-81f8-4169-b075-d65c8213e335,sul2_2_AY034138,True
e3913471-81f8-4169-b075-d65c8213e335,dfrA14_4_AF393510:dfrA14_5_DQ388123,False
233cde47-bd88-47d2-8822-1495732210ad,blaCTX-M-14b_1_DQ359215,True
233cde47-bd88-47d2-8822-1495732210ad,blaOXA-244_1_KP659189,True
233cde47-bd88-47d2-8822-1495732210ad,blaTEM-1B_1_AY458016,True
233cde47-bd88-47d2-8822-1495732210ad,aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
233cde47-bd88-47d2-8822-1495732210ad,aph(3'')-Ib_5_AF321551,True
233cde47-bd88-47d2-8822-1495732210ad,aph(6)-Id_4_CP000971:aph(6)-Id_1_M28829,False
233cde47-bd88-47d2-8822-1495732210ad,sul2_3_HQ840942,True
233cde47-bd88-47d2-8822-1495732210ad,dfrA1_7_AJ400733:dfrA1_8_X00926,False
fb36a4a3-f96c-42e6-865b-a6c24ccd933a,blaTEM-1B_1_AY458016,True
fb36a4a3-f96c-42e6-865b-a6c24ccd933a,aadA5_1_AF137361,True
fb36a4a3-f96c-42e6-865b-a6c24ccd933a,aph(3'')-Ib_5_AF321551,True
fb36a4a3-f96c-42e6-865b-a6c24ccd933a,aph(6)-Id_1_M28829,True
fb36a4a3-f96c-42e6-865b-a6c24ccd933a,sul1_2_U12338:sul1_5_EU780013,False
fb36a4a3-f96c-42e6-865b-a6c24ccd933a,sul2_3_HQ840942,True
fb36a4a3-f96c-42e6-865b-a6c24ccd933a,dfrA17_1_FJ460238,True
d3125815-b8bd-4d6d-93aa-c928afce5dc4,blaTEM-1B_1_AY458016,True
d3125815-b8bd-4d6d-93aa-c928afce5dc4,aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
d3125815-b8bd-4d6d-93aa-c928afce5dc4,aph(3'')-Ib_5_AF321551,True
d3125815-b8bd-4d6d-93aa-c928afce5dc4,aph(6)-Id_1_M28829,True
d3125815-b8bd-4d6d-93aa-c928afce5dc4,sul2_3_HQ840942,True
d3125815-b8bd-4d6d-93aa-c928afce5dc4,dfrA1_7_AJ400733:dfrA1_8_X00926,False
19b59042-86cc-4971-92ba-2cb3cc14d75f,blaTEM-1C_1_FJ560503,True
19b59042-86cc-4971-92ba-2cb3cc14d75f,aph(3'')-Ib_5_AF321551,True
19b59042-86cc-4971-92ba-2cb3cc14d75f,aph(6)-Id_1_M28829,True
19b59042-86cc-4971-92ba-2cb3cc14d75f,sul2_3_HQ840942,True
36f1e0f6-8c26-4aed-b737-f7a65ced09a2,blaTEM-1B_1_AY458016,True
36f1e0f6-8c26-4aed-b737-f7a65ced09a2,aadA5_1_AF137361,True
36f1e0f6-8c26-4aed-b737-f7a65ced09a2,aph(3'')-Ib_5_AF321551,True
36f1e0f6-8c26-4aed-b737-f7a65ced09a2,aph(6)-Id_1_M28829,True
36f1e0f6-8c26-4aed-b737-f7a65ced09a2,sul1_2_U12338:sul1_5_EU780013,False
36f1e0f6-8c26-4aed-b737-f7a65ced09a2,sul2_3_HQ840942,True
36f1e0f6-8c26-4aed-b737-f7a65ced09a2,dfrA17_1_FJ460238,True
b6a7cfac-071a-4f96-a275-ddc8f742eac8,aph(3'')-Ib_5_AF321551,True
b6a7cfac-071a-4f96-a275-ddc8f742eac8,aph(6)-Id_1_M28829,True
4c28d19c-15d9-487d-bf8b-2021a306b368,blaTEM-1B_1_AY458016,True
4c28d19c-15d9-487d-bf8b-2021a306b368,aph(3'')-Ib_5_AF321551,True
4c28d19c-15d9-487d-bf8b-2021a306b368,aph(6)-Id_1_M28829,True
