isolate,pattern,agreement
5d35f47d-32f6-4275-8677-a248f0bee188,aph(6)-Id_1_M28829,True
5d35f47d-32f6-4275-8677-a248f0bee188,sul1_2_U12338:sul1_5_EU780013,False
5d35f47d-32f6-4275-8677-a248f0bee188,sul2_3_HQ840942,True
5d35f47d-32f6-4275-8677-a248f0bee188,dfrA17_1_FJ460238,True
b5914cd3-bf76-49e6-8726-1626213d59ad,blaACT-15_1_JX440356,False
b5914cd3-bf76-49e6-8726-1626213d59ad,blaTEM-1B_1_AY458016,True
b5914cd3-bf76-49e6-8726-1626213d59ad,aph(3'')-Ib_5_AF321551,True
b5914cd3-bf76-49e6-8726-1626213d59ad,aph(6)-Id_1_M28829,True
b5914cd3-bf76-49e6-8726-1626213d59ad,sul2_3_HQ840942,True
b5914cd3-bf76-49e6-8726-1626213d59ad,dfrA17_1_FJ460238,True
64a7f152-3296-411f-a835-5c010a0440c4,blaIMP-28_1_JQ407409:blaIMP-70_1_MG748725,False
64a7f152-3296-411f-a835-5c010a0440c4,blaTEM-1B_1_AY458016,True
64a7f152-3296-411f-a835-5c010a0440c4,aac(6')-Ib-cr_1_DQ303918,False
64a7f152-3296-411f-a835-5c010a0440c4,aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib3_1_X60321,False
64a7f152-3296-411f-a835-5c010a0440c4,aadA5_1_AF137361,True
64a7f152-3296-411f-a835-5c010a0440c4,ant(2'')-Ia_6_AJ871915,True
64a7f152-3296-411f-a835-5c010a0440c4,aph(3'')-Ib_5_AF321551,True
64a7f152-3296-411f-a835-5c010a0440c4,aph(3')-Ia_1_V00359,True
64a7f152-3296-411f-a835-5c010a0440c4,aph(6)-Id_1_M28829,True
64a7f152-3296-411f-a835-5c010a0440c4,sul1_2_U12338:sul1_5_EU780013,False
64a7f152-3296-411f-a835-5c010a0440c4,sul2_3_HQ840942,True
64a7f152-3296-411f-a835-5c010a0440c4,dfrA17_1_FJ460238,True
64a7f152-3296-411f-a835-5c010a0440c4,dfrA1_7_AJ400733:dfrA1_8_X00926,False
0b7d4664-0e5d-4cc6-a604-75ea6445869b,blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333:blaTEM-1B_1_AY458016,False
0b7d4664-0e5d-4cc6-a604-75ea6445869b,qnrS1_1_AB187515:qnrS2_1_DQ485530,False
0b7d4664-0e5d-4cc6-a604-75ea6445869b,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
0b7d4664-0e5d-4cc6-a604-75ea6445869b,sul3_2_AJ459418,True
0b7d4664-0e5d-4cc6-a604-75ea6445869b,dfrA15_2_AF221900,True
5e3c3d86-7429-4e0d-be4c-cc2aad74eec0,blaTEM-1B_1_AY458016,True
5e3c3d86-7429-4e0d-be4c-cc2aad74eec0,aph(3'')-Ib_5_AF321551,True
5e3c3d86-7429-4e0d-be4c-cc2aad74eec0,aph(6)-Id_1_M28829,True
5e3c3d86-7429-4e0d-be4c-cc2aad74eec0,sul1_2_U12338:sul1_5_EU780013,False
5e3c3d86-7429-4e0d-be4c-cc2aad74eec0,sul2_6_FN995456,True
5e3c3d86-7429-4e0d-be4c-cc2aad74eec0,dfrA7_1_AB161450:dfrA7_5_AJ419170,False
5094d453-76fd-4c9e-bca0-ea8bf252e7b7,blaTEM-1B_1_AY458016,True
5094d453-76fd-4c9e-bca0-ea8bf252e7b7,aac(3)-IId_1_EU022314,True
5094d453-76fd-4c9e-bca0-ea8bf252e7b7,aac(3)-IV_1_DQ241380:aac(3)-IVa_1_X01385,False
5094d453-76fd-4c9e-bca0-ea8bf252e7b7,aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA2_1_NC_010870:aadA2_2_JQ364967,False
5094d453-76fd-4c9e-bca0-ea8bf252e7b7,aph(3'')-Ib_5_AF321551,True
5094d453-76fd-4c9e-bca0-ea8bf252e7b7,aph(4)-Ia_1_V01499,True
5094d453-76fd-4c9e-bca0-ea8bf252e7b7,aph(6)-Id_1_M28829,True
5094d453-76fd-4c9e-bca0-ea8bf252e7b7,sul1_2_U12338:sul1_5_EU780013,False
5094d453-76fd-4c9e-bca0-ea8bf252e7b7,sul2_2_AY034138,True
5094d453-76fd-4c9e-bca0-ea8bf252e7b7,dfrA12_8_AM040708,True
5094d453-76fd-4c9e-bca0-ea8bf252e7b7,dfrA17_1_FJ460238,True
f39e2a83-fbce-472c-ae6b-65a24009beb6,blaTEM-1B_1_AY458016,True
f39e2a83-fbce-472c-ae6b-65a24009beb6,aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340,False
f39e2a83-fbce-472c-ae6b-65a24009beb6,sul3_2_AJ459418,True
f39e2a83-fbce-472c-ae6b-65a24009beb6,dfrA12_8_AM040708,True
8b0d90b0-37eb-4a48-aad1-a67a2087e1d7,blaTEM-1B_1_AY458016,True
8b0d90b0-37eb-4a48-aad1-a67a2087e1d7,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
8b0d90b0-37eb-4a48-aad1-a67a2087e1d7,aph(3'')-Ib_5_AF321551,True
8b0d90b0-37eb-4a48-aad1-a67a2087e1d7,aph(6)-Id_1_M28829,True
8b0d90b0-37eb-4a48-aad1-a67a2087e1d7,sul1_2_U12338:sul1_5_EU780013,False
8b0d90b0-37eb-4a48-aad1-a67a2087e1d7,sul2_3_HQ840942,True
8b0d90b0-37eb-4a48-aad1-a67a2087e1d7,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,False
f7a90e66-2586-43cf-bfd5-40d8c91fba2c,blaTEM-1B_1_AY458016,True
f7a90e66-2586-43cf-bfd5-40d8c91fba2c,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
f7a90e66-2586-43cf-bfd5-40d8c91fba2c,sul1_2_U12338:sul1_5_EU780013,False
f7a90e66-2586-43cf-bfd5-40d8c91fba2c,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,False
e3b89ad5-fd2d-4181-913a-cbab6eb46690,blaCTX-M-14_1_AF252622,True
e3b89ad5-fd2d-4181-913a-cbab6eb46690,blaTEM-1B_1_AY458016,True
e3b89ad5-fd2d-4181-913a-cbab6eb46690,aph(3'')-Ib_5_AF321551,True
e3b89ad5-fd2d-4181-913a-cbab6eb46690,aph(6)-Id_1_M28829,True
e3b89ad5-fd2d-4181-913a-cbab6eb46690,sul2_2_AY034138:sul2_9_FJ197818,False
e3b89ad5-fd2d-4181-913a-cbab6eb46690,dfrA14_1_KF921535:dfrA14_5_DQ388123,False
8e1c500d-cfc2-444f-811f-54cf57c66d64,blaCTX-M-15_1_AY044436,True
8e1c500d-cfc2-444f-811f-54cf57c66d64,blaTEM-1B_1_AY458016,True
58af8ebb-e11a-40e1-a251-9c5708e7c4ed,blaTEM-1C_1_FJ560503,True
58af8ebb-e11a-40e1-a251-9c5708e7c4ed,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
58af8ebb-e11a-40e1-a251-9c5708e7c4ed,aph(3'')-Ib_5_AF321551,True
58af8ebb-e11a-40e1-a251-9c5708e7c4ed,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False
58af8ebb-e11a-40e1-a251-9c5708e7c4ed,sul1_2_U12338:sul1_5_EU780013,False
58af8ebb-e11a-40e1-a251-9c5708e7c4ed,sul2_2_AY034138,True
58af8ebb-e11a-40e1-a251-9c5708e7c4ed,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,False
f72d310b-e31c-449c-bd07-c93e1026b101,blaTEM-1B_1_AY458016:blaTEM-1D_1_AF188200,False
f72d310b-e31c-449c-bd07-c93e1026b101,aadA5_1_AF137361,True
f72d310b-e31c-449c-bd07-c93e1026b101,sul1_2_U12338:sul1_5_EU780013,False
f72d310b-e31c-449c-bd07-c93e1026b101,dfrA17_1_FJ460238,True
248a74c9-0555-4d4a-b0ba-cccfd9adcade,blaTEM-1B_1_AY458016,True
248a74c9-0555-4d4a-b0ba-cccfd9adcade,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,False
248a74c9-0555-4d4a-b0ba-cccfd9adcade,sul3_2_AJ459418,True
248a74c9-0555-4d4a-b0ba-cccfd9adcade,dfrA12_8_AM040708,True
aba7f040-cd81-4ea3-a98a-089ec11f2aee,blaCTX-M-15_1_AY044436,True
aba7f040-cd81-4ea3-a98a-089ec11f2aee,blaOXA-1_1_HQ170510,True
aba7f040-cd81-4ea3-a98a-089ec11f2aee,blaTEM-1B_1_AY458016,True
aba7f040-cd81-4ea3-a98a-089ec11f2aee,aac(6')-Ib-cr_1_DQ303918,True
aba7f040-cd81-4ea3-a98a-089ec11f2aee,aph(3'')-Ib_5_AF321551,True
aba7f040-cd81-4ea3-a98a-089ec11f2aee,aph(6)-Id_1_M28829,True
aba7f040-cd81-4ea3-a98a-089ec11f2aee,sul2_2_AY034138,True
aba7f040-cd81-4ea3-a98a-089ec11f2aee,dfrA14_1_KF921535:dfrA14_5_DQ388123,False
5e9bafd6-1cac-462a-b5e0-6f0aff27ce6e,blaTEM-35_1_KP860986,True
5e9bafd6-1cac-462a-b5e0-6f0aff27ce6e,aph(3'')-Ib_5_AF321551,True
5e9bafd6-1cac-462a-b5e0-6f0aff27ce6e,aph(3')-Ia_1_V00359,True
5e9bafd6-1cac-462a-b5e0-6f0aff27ce6e,aph(6)-Id_1_M28829,True
5e9bafd6-1cac-462a-b5e0-6f0aff27ce6e,sul2_3_HQ840942,True
5e9bafd6-1cac-462a-b5e0-6f0aff27ce6e,dfrA14_1_KF921535:dfrA14_5_DQ388123,False
c73e05ee-1f0f-46c4-8bc9-4b05dc611303,blaTEM-1B_1_AY458016,True
c73e05ee-1f0f-46c4-8bc9-4b05dc611303,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,False
c73e05ee-1f0f-46c4-8bc9-4b05dc611303,aph(3'')-Ib_5_AF321551,True
c73e05ee-1f0f-46c4-8bc9-4b05dc611303,aph(6)-Id_1_M28829,True
c73e05ee-1f0f-46c4-8bc9-4b05dc611303,sul2_2_AY034138,True
c73e05ee-1f0f-46c4-8bc9-4b05dc611303,sul3_2_AJ459418,True
c73e05ee-1f0f-46c4-8bc9-4b05dc611303,dfrA12_8_AM040708,True
6e7cf15c-7591-441c-8465-aeda3e4dc8b0,blaTEM-1B_1_AY458016,True
6e7cf15c-7591-441c-8465-aeda3e4dc8b0,aph(3'')-Ib_5_AF321551,True
6e7cf15c-7591-441c-8465-aeda3e4dc8b0,aph(6)-Id_1_M28829,True
6e7cf15c-7591-441c-8465-aeda3e4dc8b0,sul2_3_HQ840942,True
6e7cf15c-7591-441c-8465-aeda3e4dc8b0,dfrA30_1_AM997279:dfrA5_1_X12868,False
5866ad4f-77d3-42ce-8404-0dfb4f16dc3f,blaTEM-1C_1_FJ560503,True
db22b88f-aafe-4465-82cb-ad6453e2ca36,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_4_AF313472,False
db22b88f-aafe-4465-82cb-ad6453e2ca36,aph(6)-Id_1_M28829,True
e596fa8e-72bd-43e2-bbfa-78aa699904fe,aph(3'')-Ib_5_AF321551,False
e596fa8e-72bd-43e2-bbfa-78aa699904fe,aph(6)-Id_1_M28829,True
e596fa8e-72bd-43e2-bbfa-78aa699904fe,sul2_2_AY034138,True
e596fa8e-72bd-43e2-bbfa-78aa699904fe,dfrA14_4_AF393510:dfrA14_5_DQ388123,False
15b258e4-8a83-45ee-b5eb-d63bd7eddcb2,blaTEM-1A_1_HM749966,True
15b258e4-8a83-45ee-b5eb-d63bd7eddcb2,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
15b258e4-8a83-45ee-b5eb-d63bd7eddcb2,sul1_2_U12338:sul1_5_EU780013,False
15b258e4-8a83-45ee-b5eb-d63bd7eddcb2,dfrA1_7_AJ400733:dfrA1_8_X00926,False
821fa574-48a4-44d5-8781-ab7fca953f9c,blaCARB-2_1_M69058,True
821fa574-48a4-44d5-8781-ab7fca953f9c,aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA2_1_NC_010870:aadA2b_1_D43625,False
821fa574-48a4-44d5-8781-ab7fca953f9c,sul1_2_U12338:sul1_5_EU780013,False
369cd5ea-9901-4a20-87b1-bac7fea4c2f5,blaTEM-30_1_AJ437107,True
369cd5ea-9901-4a20-87b1-bac7fea4c2f5,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_4_AF313472,False
369cd5ea-9901-4a20-87b1-bac7fea4c2f5,aph(6)-Id_1_M28829,True
eae58f2a-173c-4476-b6ec-6396b3fcfe8f,blaTEM-1B_1_AY458016,True
eae58f2a-173c-4476-b6ec-6396b3fcfe8f,qnrS1_1_AB187515:qnrS6_1_HQ631376,False
eae58f2a-173c-4476-b6ec-6396b3fcfe8f,aadA5_1_AF137361,True
eae58f2a-173c-4476-b6ec-6396b3fcfe8f,aph(3'')-Ib_5_AF321551,True
eae58f2a-173c-4476-b6ec-6396b3fcfe8f,aph(6)-Id_1_M28829,True
eae58f2a-173c-4476-b6ec-6396b3fcfe8f,sul1_2_U12338:sul1_5_EU780013,False
eae58f2a-173c-4476-b6ec-6396b3fcfe8f,sul2_3_HQ840942,True
eae58f2a-173c-4476-b6ec-6396b3fcfe8f,dfrA17_1_FJ460238,True
39f73ab2-b167-4eaf-b1aa-97f46126c4fe,blaCTX-M-1_1_DQ915955,True
39f73ab2-b167-4eaf-b1aa-97f46126c4fe,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
39f73ab2-b167-4eaf-b1aa-97f46126c4fe,aph(3'')-Ib_5_AF321551,True
39f73ab2-b167-4eaf-b1aa-97f46126c4fe,aph(3')-Ia_7_X62115,True
39f73ab2-b167-4eaf-b1aa-97f46126c4fe,aph(6)-Id_1_M28829,False
39f73ab2-b167-4eaf-b1aa-97f46126c4fe,sul1_2_U12338:sul1_5_EU780013,False
39f73ab2-b167-4eaf-b1aa-97f46126c4fe,sul2_2_AY034138,True
39f73ab2-b167-4eaf-b1aa-97f46126c4fe,dfrA1_7_AJ400733:dfrA1_8_X00926,False
1c2a475f-944e-40b4-9540-9ad9fc777452,blaTEM-1B_1_AY458016,True
1c2a475f-944e-40b4-9540-9ad9fc777452,aadA5_1_AF137361,True
1c2a475f-944e-40b4-9540-9ad9fc777452,sul1_2_U12338:sul1_5_EU780013,False
1c2a475f-944e-40b4-9540-9ad9fc777452,dfrA17_1_FJ460238,True
2c54bf8a-bb6e-4dd7-b642-08afbfc8f8f3,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
2c54bf8a-bb6e-4dd7-b642-08afbfc8f8f3,sul2_2_AY034138,True
19ba4821-ea34-467f-bd64-e305ad6a3793,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
19ba4821-ea34-467f-bd64-e305ad6a3793,sul1_2_U12338:sul1_5_EU780013,False
da62b209-905f-4f87-828a-f2fb83304024,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
c70835af-9058-4b2c-b0af-e0937411b366,blaTEM-1C_1_FJ560503,True
c70835af-9058-4b2c-b0af-e0937411b366,aph(3'')-Ib_5_AF321551,True
c70835af-9058-4b2c-b0af-e0937411b366,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False
c70835af-9058-4b2c-b0af-e0937411b366,sul2_2_AY034138,True
6f579d23-c636-41d4-af4e-2ca6dec6bc20,blaTEM-1B_1_AY458016,True
6f579d23-c636-41d4-af4e-2ca6dec6bc20,aph(3'')-Ib_5_AF321551,True
6f579d23-c636-41d4-af4e-2ca6dec6bc20,aph(6)-Id_1_M28829,True
6f579d23-c636-41d4-af4e-2ca6dec6bc20,sul2_2_AY034138,True
6f579d23-c636-41d4-af4e-2ca6dec6bc20,dfrA14_1_KF921535:dfrA14_5_DQ388123,False
bdbb0f62-ea10-4f35-baba-6cc8d1b3ff9d,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,False
bdbb0f62-ea10-4f35-baba-6cc8d1b3ff9d,aph(3'')-Ib_5_AF321551,False
bdbb0f62-ea10-4f35-baba-6cc8d1b3ff9d,aph(6)-Id_1_M28829,True
bdbb0f62-ea10-4f35-baba-6cc8d1b3ff9d,sul2_2_AY034138,True
bdbb0f62-ea10-4f35-baba-6cc8d1b3ff9d,sul3_2_AJ459418,True
bdbb0f62-ea10-4f35-baba-6cc8d1b3ff9d,dfrA12_8_AM040708,True
bdbb0f62-ea10-4f35-baba-6cc8d1b3ff9d,dfrA14_4_AF393510:dfrA14_5_DQ388123,False
cb0f2696-8167-448a-8bf6-8a67dbd246ad,blaTEM-1B_1_AY458016,True
cb0f2696-8167-448a-8bf6-8a67dbd246ad,aadA5_1_AF137361,True
cb0f2696-8167-448a-8bf6-8a67dbd246ad,aph(3'')-Ib_5_AF321551,True
cb0f2696-8167-448a-8bf6-8a67dbd246ad,aph(6)-Id_1_M28829,True
cb0f2696-8167-448a-8bf6-8a67dbd246ad,sul1_2_U12338:sul1_5_EU780013,False
cb0f2696-8167-448a-8bf6-8a67dbd246ad,sul2_3_HQ840942,True
cb0f2696-8167-448a-8bf6-8a67dbd246ad,dfrA17_1_FJ460238,True
c5458181-c4c4-420e-808c-6280257a1fba,blaTEM-1B_1_AY458016,True
c5458181-c4c4-420e-808c-6280257a1fba,aph(3'')-Ib_5_AF321551,True
c5458181-c4c4-420e-808c-6280257a1fba,aph(6)-Id_1_M28829,True
c5458181-c4c4-420e-808c-6280257a1fba,sul2_3_HQ840942,True
e61e754b-d470-44a5-8e2a-07bccafb4781,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550,False
e61e754b-d470-44a5-8e2a-07bccafb4781,aph(6)-Id_1_M28829,True
aa2b5d36-aa94-4b6a-9a9f-d1c6efd1b696,blaTEM-1B_1_AY458016,True
aa2b5d36-aa94-4b6a-9a9f-d1c6efd1b696,aph(3'')-Ib_5_AF321551,True
aa2b5d36-aa94-4b6a-9a9f-d1c6efd1b696,aph(6)-Id_1_M28829,True
aa2b5d36-aa94-4b6a-9a9f-d1c6efd1b696,sul1_2_U12338:sul1_39_AY522923:sul1_5_EU780013,False
aa2b5d36-aa94-4b6a-9a9f-d1c6efd1b696,sul2_3_HQ840942,True
aa2b5d36-aa94-4b6a-9a9f-d1c6efd1b696,dfrA7_1_AB161450:dfrA7_5_AJ419170,False
77a2a708-26ce-4a8c-aac3-27ae6aec83f1,blaTEM-1B_1_AY458016,True
77a2a708-26ce-4a8c-aac3-27ae6aec83f1,aph(3'')-Ib_5_AF321551,True
77a2a708-26ce-4a8c-aac3-27ae6aec83f1,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False
77a2a708-26ce-4a8c-aac3-27ae6aec83f1,sul2_2_AY034138,True
72c92907-0b96-4eae-9f74-a212e820b80c,qnrS1_1_AB187515:qnrS6_1_HQ631376,False
72c92907-0b96-4eae-9f74-a212e820b80c,aac(3)-IV_1_DQ241380:aac(3)-IVa_1_X01385,False
72c92907-0b96-4eae-9f74-a212e820b80c,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_5_JX185132:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340,False
72c92907-0b96-4eae-9f74-a212e820b80c,aph(3'')-Ib_5_AF321551,True
72c92907-0b96-4eae-9f74-a212e820b80c,aph(4)-Ia_1_V01499,True
72c92907-0b96-4eae-9f74-a212e820b80c,aph(6)-Id_1_M28829,False
72c92907-0b96-4eae-9f74-a212e820b80c,sul1_2_U12338:sul1_5_EU780013,False
72c92907-0b96-4eae-9f74-a212e820b80c,sul2_3_HQ840942,True
72c92907-0b96-4eae-9f74-a212e820b80c,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,False
94c57aef-95ac-41b5-92ef-671a6ada281a,blaTEM-1B_1_AY458016,True
94c57aef-95ac-41b5-92ef-671a6ada281a,aadA5_1_AF137361,True
94c57aef-95ac-41b5-92ef-671a6ada281a,aph(3'')-Ib_5_AF321551,True
94c57aef-95ac-41b5-92ef-671a6ada281a,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False
94c57aef-95ac-41b5-92ef-671a6ada281a,sul2_2_AY034138,True
94c57aef-95ac-41b5-92ef-671a6ada281a,dfrA17_1_FJ460238,True
867b8637-e7e0-476b-ab5d-3feb0b8218b8,blaTEM-1C_1_FJ560503,True
07c326dd-debc-42b3-86e7-ddfeb352fdc0,blaTEM-135_1_GQ896333:blaTEM-1B_1_AY458016,False
07c326dd-debc-42b3-86e7-ddfeb352fdc0,qnrS1_1_AB187515:qnrS2_1_DQ485530,False
07c326dd-debc-42b3-86e7-ddfeb352fdc0,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
07c326dd-debc-42b3-86e7-ddfeb352fdc0,sul3_2_AJ459418,True
07c326dd-debc-42b3-86e7-ddfeb352fdc0,dfrA15_2_AF221900,True
d60d52fd-1c93-416f-97d1-04de2216d2bc,blaTEM-1A_1_HM749966,True
d60d52fd-1c93-416f-97d1-04de2216d2bc,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
d60d52fd-1c93-416f-97d1-04de2216d2bc,sul1_2_U12338:sul1_5_EU780013,False
d60d52fd-1c93-416f-97d1-04de2216d2bc,dfrA1_7_AJ400733:dfrA1_8_X00926,False
21b78f6c-0276-4095-8534-9134f881f6c8,blaTEM-1B_1_AY458016,True
21b78f6c-0276-4095-8534-9134f881f6c8,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
21b78f6c-0276-4095-8534-9134f881f6c8,aph(3'')-Ib_5_AF321551,True
21b78f6c-0276-4095-8534-9134f881f6c8,aph(6)-Id_1_M28829,True
21b78f6c-0276-4095-8534-9134f881f6c8,sul2_3_HQ840942,True
21b78f6c-0276-4095-8534-9134f881f6c8,dfrA1_7_AJ400733:dfrA1_8_X00926,False
cba3fc94-2e94-41d9-a91d-931469e83590,blaTEM-1B_1_AY458016,True
cba3fc94-2e94-41d9-a91d-931469e83590,aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
cba3fc94-2e94-41d9-a91d-931469e83590,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550,False
cba3fc94-2e94-41d9-a91d-931469e83590,aph(6)-Id_1_M28829,True
cba3fc94-2e94-41d9-a91d-931469e83590,sul2_2_AY034138:sul2_3_HQ840942:sul2_6_FN995456,False
cba3fc94-2e94-41d9-a91d-931469e83590,dfrA1_7_AJ400733:dfrA1_8_X00926,False
5f256edb-b867-416b-981f-b8896af4b472,blaSHV-100_1_AM941846:blaSHV-12_1_KF976405:blaSHV-154_1_JX121121,False
5f256edb-b867-416b-981f-b8896af4b472,blaTEM-1B_1_AY458016,True
5f256edb-b867-416b-981f-b8896af4b472,dfrA1_7_AJ400733:dfrA1_8_X00926,False
27a08a4f-540e-4c00-9c17-f47c6b932d95,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
27a08a4f-540e-4c00-9c17-f47c6b932d95,sul1_2_U12338:sul1_5_EU780013,False
c922e475-eeb4-46f9-a446-5d3438924062,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False
c922e475-eeb4-46f9-a446-5d3438924062,dfrA1_7_AJ400733:dfrA1_8_X00926,False
0b066028-49dd-4a6e-90db-5d040a68b3db,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,False
0b066028-49dd-4a6e-90db-5d040a68b3db,sul3_2_AJ459418,True
0b066028-49dd-4a6e-90db-5d040a68b3db,dfrA12_8_AM040708,True
eea4549a-3234-4525-aec7-c7b19e259a69,aph(3'')-Ib_5_AF321551,True
eea4549a-3234-4525-aec7-c7b19e259a69,aph(6)-Id_1_M28829,True
eea4549a-3234-4525-aec7-c7b19e259a69,sul1_2_U12338,False
eea4549a-3234-4525-aec7-c7b19e259a69,sul2_2_AY034138,True
eea4549a-3234-4525-aec7-c7b19e259a69,dfrA30_1_AM997279:dfrA5_1_X12868,False
bdada405-1cf9-4a03-9fe4-21f13a29541c,blaTEM-1B_1_AY458016,True
bdada405-1cf9-4a03-9fe4-21f13a29541c,aadA5_1_AF137361,True
bdada405-1cf9-4a03-9fe4-21f13a29541c,aph(3'')-Ib_5_AF321551,True
bdada405-1cf9-4a03-9fe4-21f13a29541c,aph(6)-Id_1_M28829,True
bdada405-1cf9-4a03-9fe4-21f13a29541c,sul1_2_U12338:sul1_5_EU780013,False
bdada405-1cf9-4a03-9fe4-21f13a29541c,sul2_3_HQ840942,True
bdada405-1cf9-4a03-9fe4-21f13a29541c,dfrA17_1_FJ460238,True
a9c5daa7-95dd-4ecb-aad1-c21e42e461b0,blaTEM-1B_1_AY458016,True
a9c5daa7-95dd-4ecb-aad1-c21e42e461b0,aac(3)-IId_1_EU022314,True
a9c5daa7-95dd-4ecb-aad1-c21e42e461b0,aadA5_1_AF137361,True
a9c5daa7-95dd-4ecb-aad1-c21e42e461b0,aph(3'')-Ib_5_AF321551,True
a9c5daa7-95dd-4ecb-aad1-c21e42e461b0,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False
a9c5daa7-95dd-4ecb-aad1-c21e42e461b0,sul1_2_U12338:sul1_5_EU780013,False
a9c5daa7-95dd-4ecb-aad1-c21e42e461b0,sul2_2_AY034138:sul2_9_FJ197818,False
